@Relation backTest_norm.arff

@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE win {-1,1}

@DATA
-0.5443681988801184,-0.8791122024485596,0.22737781382006464,-0.045078774994728864,0.6307821640355563,-0.7608626957559699,1
-0.5806596399398934,-1.1171556885939258,-0.9380212499497417,0.0861420540773263,-0.0956712099761933,-0.7109743178947331,1
1.5877735017038348,1.1141398063180188,-0.27245853512466234,1.2161420771788123,0.28480239449030414,0.634165915211764,-1
-0.219814776906563,-1.0764712699400374,0.22785484185151283,0.5215031059129039,-0.5814727166369191,0.24640731924983436,-1
-1.3541825611272391,-0.12913002798987744,-1.5207207820995083,-1.6514448908974082,0.5236328676710992,-0.5149425701308288,1
-0.718761310206373,-0.13541898139582928,-0.8676132904334772,-0.8265099815324951,-1.6909434372960543,0.027486853518781246,-1
-0.40884644543333265,-0.42832798596520955,-0.5892333538419187,-0.2073484688149737,-0.29221853891082533,-0.6346485656444204,1
-1.267147059513592,-0.47374485463944843,-0.6731578267750292,-1.2813078097183357,0.5162654387534061,-0.635528436328358,-1
1.3065862931463894,0.24429710178466235,1.2926901768572534,1.5038552143742552,0.5578681518302506,1.0859971994642459,-1
1.0914639108899216,0.09696132663068972,0.5617326525251175,1.3363794431145737,-0.228027011796181,0.29110596448455434,-1
-0.874141578473412,-0.465544993948821,-1.1870818310883955,-0.7801324355077781,0.006698134778095062,-0.8343787307182864,-1
0.807887092402155,-0.28291252529236804,0.054160934448037705,1.2544887551349893,-0.8999038102438234,-0.664185646504054,1
-0.1279210935647555,-1.7800968285503378,-0.06397195225481865,1.1664678673560969,-1.1646787892845083,0.020140590717444826,-1
-0.36197142552991324,-1.081813732375561,-0.3023490335888141,0.34199728296559556,-0.4482155406699808,-0.8193718631553724,1
0.9296339091456146,1.2502720828255727,0.8885102074214368,0.2647525348762495,-0.42172562271608566,1.1242541755141238,-1
-0.572511500018588,-0.23553066485638985,-0.5391931452855421,-0.5628359753419817,-0.4186973030932038,-0.4243589579227686,-1
0.31127523709996413,0.8418233135483097,-0.27586269121837015,-0.22791435783991443,0.24474016740898316,-0.726098922557454,-1
-0.8235367563402389,-1.101448058994645,-0.24407908037383735,-0.23912473889556696,0.9157867870600945,-0.642086646015934,1
-0.5576219273715556,-0.35309865464675594,-0.8876320997244396,-0.4556695846267483,-0.15331091275888814,-0.5268717046923763,1
-0.9665967155393135,-0.35625181673614476,-0.7879736465967992,-0.981234024226983,1.2179220094680987,-0.5385967405608114,-1
-1.3951923254887861,-0.3856896402467208,-1.7197623675933897,-1.5124637736255362,0.6017221431736802,-0.7007752725674028,1
-0.9086627701441063,-0.03421024232037346,-1.3204535453502495,-1.1473521590664384,0.006660960618662696,-0.5614040744381873,-1
0.8850295369378989,2.426290981971144,0.23797235076824239,-0.6725409648234366,0.4687055188552653,0.5907650342690806,-1
-0.6155108580679322,-0.8549730891338839,-1.0880153842638873,-0.15497010227521799,-1.335950270976457,-0.013293601625478761,-1
0.7524305697431587,0.32852536610708055,0.24748106792722613,0.7255193377645214,0.17023594197155512,1.222412650004548,-1
-0.4810753865903518,0.12037966656803509,-0.8917941317809203,-0.7110433828404142,-0.09774371713680055,-0.6616009654618622,-1
0.7313115827836645,-0.7966979955622869,0.5452139222653919,1.5399767586551605,-1.408308571390835,-0.007886970032147642,-1
-0.336412053819391,-1.175940594133336,0.015487074856513156,0.44540169205492836,0.6673881938321065,-0.7217542502314328,1
-0.7238569769711629,-0.808245106850429,-0.6884711545881197,-0.32978284987097084,1.3033457363372913,-0.5668230749965684,1
-0.9375758092038841,-0.35661613950821974,-1.084040709706886,-0.9434999958854036,1.0162935065183292,-0.7986205986951492,1
0.32394877512392517,0.3063652209462195,-1.1113758768425346,0.18899246862182556,0.8094243951839953,-0.6661907759387957,1
