@Relation backTrain_norm.arff

@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE win {-1,1}

@DATA
0.12512631331490756,0.46955285379840334,-0.693863947645148,-0.1897284011775423,-1.4123517992181334,-0.7120005990155887,-1
-1.2446500587647065,-0.7622174135275033,-1.4669334717586844,-1.036476937580544,-0.2560789941030722,-0.5874005296206126,-1
0.45679812747368376,0.4366075580755047,-0.13854723791767665,0.263053168758781,-0.8749346667204853,-0.7967087216817291,-1
0.48336906218197434,0.676658292931594,-0.4447799679419174,0.11778315667057103,-1.1774903143195083,-0.4155166677061408,-1
-0.6357354213904031,-0.8025398318232675,-1.2920161951630906,-0.22029936851132392,-0.7144500868656688,-0.500667101454358,-1
-1.1764637929945063,-0.38150056931939735,-1.4611291815893204,-1.2332527101100168,0.9141533950642972,-0.6477425471695615,-1
-0.4231581099195481,-0.1899616145648591,-0.8232859178846202,-0.4041316088189407,0.19680912328096842,-0.5505714236949072,-1
-0.8840865988853445,-0.6937223776200288,-1.253825911026848,-0.622282753561373,-0.04553992304286362,-0.981477250050037,-1
-0.974176760532719,-0.41977558023358297,-0.5306181855863885,-0.9434999958854036,0.5227900035050199,-0.36179715625114955,-1
-1.3801140516814032,-1.2601980419654706,-0.5699272591810808,-0.8388275992925543,-2.4730060906066234,-0.6882414627987283,-1
-0.6360925566679636,-0.4683675019575154,-1.1321926210999247,-0.47073662835466584,-0.6792058895518934,-0.9077853981665566,-1
-1.6917720844521313,-0.0073906989500349745,-1.970988602397055,-2.1782873232498616,0.15917013986409634,-0.6924998773506427,-1
-0.6812962949477083,0.21435259326231937,-0.6591839720952922,-1.0397936509704742,0.10522124755664437,-0.49781255149377374,-1
-0.41520134832601985,0.2632889554415419,-1.0386693509574285,-0.7329129084152087,-0.5088109198585095,-0.5232590299392021,-1
-0.20216760123771776,0.6309048734224888,-0.3023490335888141,-0.7329129084152087,-0.07960379302240955,-0.5563016166519164,-1
