@Relation seeds_norm.arff

@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE class {1,2,3}

@DATA
0.14175903742014492,0.2149488188289392,6.0457329681734306E-5,0.30349300591570194,0.14136403522624885,-0.9838009624366478,-0.3826630536001025,1
0.01116135575161903,0.008204153390415223,0.4274937781719975,-0.1682226973791605,0.19696159121909385,-1.7839035826427005,-0.9198155967470729,1
-0.1916087289442512,-0.359341918500295,1.4389449037295583,-0.7618170991329836,0.2075516018843975,-0.6658882006257644,-1.1863571995965176,1
-0.34626387828855837,-0.4742000659661421,1.0369036613531197,-0.6873356722969537,0.31874671387008513,-0.9585275629621426,-1.2270505740773499,1
0.4441957739156796,0.32980696629478634,1.3712326944872093,0.06650664780105875,0.8032397018077259,-1.559768434671429,-0.47422314618197253,1
-0.16067769907538917,-0.2674554005276168,1.019975609042535,-0.5474008703625917,0.14136403522624885,-0.8235144026114952,-0.9198155967470729,1
-0.05413748508264452,-0.053053525258036485,0.3767096212402381,-0.1479095809693351,0.0010463939109758953,-0.07595384973402003,-0.38469772232414295,1
-0.2534707886819741,-0.35168470866923873,0.8506950859366671,-0.47066243059213586,0.11488900856299034,-0.6652231111659088,-0.8302901728892451,1
0.6125980476461471,0.6896958283544403,0.15664494120261088,0.9580267568990052,0.5464319431741128,-1.1041821546704762,0.9541142980952022,1
0.5472992068118848,0.528894421902254,0.71950268052962,0.5765915709811501,0.6523320498271493,-1.15140350632021,0.2541882570249069,1
0.14175903742014492,0.22260602865999551,-0.05918772575737012,0.19289937212886912,-0.04396115141656429,0.5605367633476028,-0.1914041935401953,1
-0.2809650374542954,-0.3057414496828996,0.36401358200729944,-0.43003619777248303,-0.1525087607359263,-1.3190060502037722,-0.8282555041652029,1
-0.32907997280585727,-0.41294238731769045,0.71950268052962,-0.4277791848380571,-0.15780376606857874,0.19008193420814226,-1.3633733785881328,1
-0.3668845648677995,-0.3823135479934639,0.20742909813437027,-0.3374986674610497,-0.271646380720592,-0.3752441066689522,-1.090727769566565,1
-0.38063168925395985,-0.3899707578245202,0.1439489019696675,-0.3307276286577739,-0.3828414927062808,-0.5109223564794549,-1.1863571995965176,1
-0.08850529604804605,-0.2138549317102227,1.1977201583036952,-0.6263963230674734,0.19696159121909385,0.32243473671936745,-1.2758826234543472,1
-0.2947121618404558,-0.5584293741077627,2.001802643056567,-1.1500233238541164,0.32933672453538876,1.0201135801076877,-1.2758826234543472,1
0.28954062457137186,0.1460339303494312,1.4728010083507328,-0.22916204660864078,0.6761595738240822,-1.3974866064667097,-0.7366954115833328,1
-0.050700703986104434,-0.2674554005276168,1.8748422507271665,-0.95592021149355,0.5490794458404397,-1.285751577211002,-1.5444588950278324,1
-0.7311833611010564,-0.7575168297152304,-0.10150785653383708,-0.9085229398706213,-0.5549291660174647,0.26723231155136934,-1.0052716831568198,1
-0.236286883199273,-0.12196841373754448,-0.5331731904537991,0.06650664780105875,-0.3431289527113919,-0.41780983209969813,-0.4721884774579303,1
-0.2534707886819741,-0.22916935137233532,0.05084461426144114,-0.2449611371496183,-0.23987634872468108,-0.6732041846841736,-0.38469772232414295,1
0.35483946540563543,0.26089207781527834,1.176560092915464,-0.02377386957594866,0.6576270551598017,-1.9521047070401323,-0.6451353190014628,1
-0.9511373512796272,-1.01786196397115,-0.19461214424206813,-1.195163582542619,-0.8540969673122922,-1.5198630670801045,-0.9096422531268653,1
0.05583951000664082,0.15369114018048752,-0.2242362357855917,0.36217534221075626,-0.03601864341758626,-1.269789430174472,-0.8282555041652029,1
0.4613796793983807,0.45997953342274606,0.5883102751225728,0.46148391132546546,0.4299418258557728,-1.8603888705260718,-0.20564687460848555,1
-0.6280799282048519,-0.6120298429251582,-0.2919484450279407,-0.5270877539527662,-0.6158217273429609,-0.2176179046832211,-1.1863571995965176,1
-0.7243097989079763,-0.6809447314046662,-0.617813452006733,-0.5270877539527662,-0.8011469139857741,-0.7955806452975683,-1.0968317757386898,1
-0.2534707886819741,-0.290427030020787,0.4655818958708182,-0.19756386552668767,-0.09955870740940811,-0.629308280333717,-0.7529727613756654,1
-0.48029834105362496,-0.41294238731769045,-0.44853292890086516,-0.2539891888873181,-0.5125691233562502,-0.11253377002606713,-0.632927306657213,1
-0.5799649928532894,-0.566086583938819,-0.2030761703973606,-0.39392399082168006,-0.7508443633255815,-1.8922466556531456,-0.7163487243429176,1
0.22080500264056885,0.2915209171395035,0.059308640416733595,0.28995092830915037,0.2975666925394779,-0.1916794157488605,-0.36638570380777,1
-0.26034435087505425,-0.11431120390648819,-0.7659339097243697,0.19967041093214294,-0.19222130073081528,0.14618602985768533,-0.22192422440081805,1
-0.31189606732315683,-0.2980842398518433,0.0762366927273232,-0.09825529641198052,-0.28753139671854805,-1.0483146400426222,-0.8058741482007473,1
0.0695866343928018,0.09243346153203581,0.2920693596873042,0.18838534626001727,0.18372407788746342,-1.0449891927433452,-0.09780943223428303,1
0.43732221172259944,0.3374641761258426,1.2273442498472233,0.18161430745674145,0.5993819965006311,-0.9512115789037331,0.07106807186116498,1
0.46481646049492015,0.5442088415643667,0.10162877119320055,0.4456848207844879,0.5437844405077872,-0.583417107603694,0.24198024468065704,1
0.7672531969904542,0.6284381497059885,1.561673282981313,0.4592268983910395,1.1235875244331608,-0.4949602094429252,0.15448948954686967,1
-0.016332893020702306,-0.030081895764867604,0.47827793510375693,0.06199262193220688,0.077823971234427,-0.3912062537054819,-0.2015775371604029,1
-0.1950455100407913,-0.2980842398518433,0.9903515174990066,-0.5225737280839143,0.1042989978976867,1.9851583863578803,-0.8282555041652029,1
-0.44936731118476353,-0.5431149544456502,0.6814145628307993,-0.6331673618707492,-0.271646380720592,-0.7403782201295696,-0.46811914000984767,1
-0.46311443557092385,-0.5431149544456502,0.6010063143555116,-0.6263963230674734,-0.26635137538794074,-0.9651784575606965,-0.4721884774579303,1
-0.5799649928532894,-0.772831249377343,1.2654323675460442,-1.1071400781000376,-0.1525087607359263,-0.8241794920713508,-1.2718132860062628,1
0.22424178373710893,0.23026323849105182,0.4655818958708182,0.5607924804401726,0.36375425919762533,0.672271792603311,0.24401491340469747,1
0.09020732097204234,-0.014767476102755018,1.168096066760167,-0.11179737401853214,0.538489435175136,-0.38056482234779543,-0.464049802561765,1
