@Relation EEG_Data_Training

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
0.036174983192525746,0.6147222691203781,0.9800966289868625,0.8652223841703112,0.017213736260556396,1.7617525613918453E-4,0.019025431954960162,0.03450596046668029,0.9840070140419455,0.03491499022791718,0.9026358361344943,0.9482252871735767,0.9581396789300322,2.0897481930710847E-4,0.034810813900319745,0.9571679096053816,0.019378947779527367,0.9721076132342096,0.009686926319120517,0.9545721342216391,0.01575142898236245,0.9842036574681812,0.045819010525834473,0.9862641472042871,1.5336765847600008E-4,0.959866176131568,0.04572174302357154,0.9600622604269073,0.04438357365540186,0.9789848071693843,0.04507498368884516,0.9961119002908689,0.044591095878667004,0.9762185989889139,0.01825598425557208,0.9962698050484831,0.016486427257915767,0.9602200681163214,0.013758749852343034,0.9701476754056286,0.023880500322490845,0.9935711625346139,0.005467145692765252,0.9781417225633275,0.03646657476748142,0.9801927577270244,0.03129846770597946,0.9545370909725328,0.007178986862501542,0.9888179492015948,0.017818295521926868,0.9823427299646718,0.00664125235044299,0.9945233723754249,0
0.03804616011313142,0.5526760087793355,0.9854261973957233,0.8448390088776994,0.003860646296499992,1.3321385706798286E-4,0.016592247460040135,0.0794221076819555,0.9905809456481057,0.032152356320994266,0.897172361015586,0.9498549226916809,0.9541688880236964,1.988857983104374E-4,0.9856976832799877,0.021260300801011975,0.9907620411145377,5.812502024861227E-5,0.953182874452174,0.04060360861677296,0.9773163039720046,6.053516902656241E-4,0.9878954809795649,0.03323681936453242,0.9592203969459829,0.013071833162179716,0.9753416175693123,0.0034750005715458465,0.9786374029395256,0.02890982436683863,0.9799256116087799,0.04547485597072423,0.9622768397208629,0.01274963750189452,0.9825535493615264,0.008994390892035919,0.9615370689737307,1.6195489080220184E-5,0.9528851173442359,0.032446480645766704,0.9601302538101049,0.02299673938203553,0.9608889540797859,0.02316417330409791,0.9781566369851994,0.005985223622012847,0.9989349013211792,0.005366467064726858,0.9641555615473072,0.00972642176279728,0.9719050351866289,0.04015545028753914,0.9629091962103329,0.019214883316771042,1
0.0307402905788725,0.5685463447577245,0.9844849662776447,0.8448390088776994,0.012172322581018961,1.503928300385883E-4,0.01415906296512011,0.0553390293135615,0.9888031771114899,0.03290669252962209,0.9066075113095865,0.9518979291704763,0.9570048512225391,1.787077563170928E-4,0.9731738683127572,0.04505632993807393,0.9635158730385536,0.02463833850106094,0.9953543167490513,0.01844994892747685,0.9542268445802496,0.012420672712557089,0.9806737372428557,0.005026729510313365,0.9836620576986279,0.010870331454134326,0.9581057073591264,0.04712683752086141,0.9837802856797021,0.027749353547248678,0.999318979517,0.045821650455929765,0.9623635224031873,0.012325412237325563,0.9706956458724273,0.01722178128957062,0.9748115823273278,0.041796746612046624,0.9682671386601527,0.013736737460546888,0.9735719668496815,0.0022871001265957025,0.9764179337618153,0.008686922181560811,1.0,0.030287098338062254,0.9825754429019462,0.012408942141495955,0.995794552354203,0.016139572723340937,0.9772979032925377,0.012531488305977011,0.975952608206119,0.005406121284244383,0
0.04279861830971441,0.7013056446620517,0.9887143944186216,0.8640961088291155,0.026711968003519458,1.6759973629857492E-4,0.03230009275437362,0.06249920654064364,0.9920017743031009,0.0303938712632189,0.9259815365539414,0.9584164712428955,0.9635859670700873,2.1689989986716873E-4,0.020421810699588136,0.958899672984396,0.014521827511743053,0.9787129024204781,0.03397334594041253,0.9764104020246058,0.04574077055034271,0.9535318696215459,0.009697906265958416,0.9695080645852806,0.008084666568232014,0.9641405760294474,0.02596817443571776,0.9906199751567943,0.026065151441503488,0.9578219353756856,0.02795993885102799,0.9774297764985765,0.037547889800591844,0.9781080697178474,0.032645468137366726,0.9698821296507141,0.009679570855525906,0.9737099578440951,0.011893511867790706,0.9858955268670918,0.03681061084578316,0.9607039810402165,0.010660934100892847,0.9857780224678856,0.04659136268327855,0.9966521226875594,0.03814444186161738,0.9877455022828227,0.03955254951690675,0.956831263253559,0.007565458951474815,0.9734555009737081,0.030347627457368076,0.9679177095729503,1
0.02853462008484872,0.5685463447577245,0.9827614131912927,0.8312574532926995,0.019592635252852278,1.6472260749211676E-4,0.026989365603226963,0.05989665985349491,0.9856045799198792,0.029639535054591073,0.8941887611279553,0.9298859255137327,0.9581396789300322,1.5852971432374946E-4,0.9530149748513943,0.03098599062485415,0.9824728352760865,0.01759187088241402,0.9628555034285035,0.043381153476742734,0.9943288378689615,0.013990773868254435,0.9861357764041427,0.03815493493167328,0.9869104037570313,0.020327929445252,0.9766647456383932,0.002510040160642346,0.9997264626859836,0.006473102420601426,0.9597397835021604,0.028403802163273612,0.9863603370527512,0.04483822717691876,0.9921182510259808,0.024200056596061222,0.958630053452498,0.031122013956700993,0.9817629642613541,0.03360113254965621,0.9754125926624576,0.012501416935209866,0.9571600559287099,0.002967079231969622,0.9818119635972533,0.02809550070053028,0.953886371690858,0.012697810416609032,0.9806391251449375,0.02494574733404604,0.9565805955892304,0.012208506892175513,0.9560717163808032,0.013227561118993036,1
0.032439252986431424,0.6291575215262538,0.9860526661593797,0.8618214743165061,0.013358878039463052,1.2603500169652805E-4,0.017696671627947098,0.0390635910066137,0.987025408574874,0.03591913907706472,0.8882312483653165,0.9441472236575386,0.9581396789300322,1.887967773137651E-4,0.032384545038865675,0.9829776613954889,0.013183476074944009,0.9695301020904046,0.028571809833903117,0.9602291784184284,0.04036964470940754,0.9702815219018148,0.01657285386544307,0.9792490203308154,0.028374922006353623,0.9640986608086971,0.013734240820739601,0.9533189684735144,0.04136131991761471,0.9919272009405713,0.035409255211235356,0.9784291924737979,0.02011800275479459,0.9835953520164041,0.017236677498588582,0.9989690751117388,0.012855278076853627,0.9937504465667941,0.03451452370700309,0.99024261980228,0.04199427805453871,0.9925814511512187,0.0020258917924236715,0.9732448511888321,0.021565188563219602,0.9685394778073356,0.04094628015715445,0.9667791950013399,0.04267757631305897,0.9565511880333571,0.0027693621791875,0.9791929466194612,0.0363640000685841,0.9650850697107616,0
0.028365717389360338,0.6176205751589853,0.985267288245918,0.8255819089262832,0.00949823174296306,1.475436345215113E-4,0.023671778942600093,0.04166613769376243,0.984537225710761,0.01984296091656714,0.884249886177601,0.938034103104257,0.9507666170409975,1.7437987544386874E-4,0.9729690595945738,0.028235935137936038,1.0,0.04594449346427034,0.9558936506453826,0.030037504001951314,0.9803252393384724,0.025838507421992875,0.9794790054953844,0.025539520707629406,0.98398784489862,0.009580485797408297,0.9956105297751443,0.04738974874831376,0.9644325244444188,0.03359839325288175,0.9642754751665646,0.0417144223632902,0.9861831614603078,0.040394825023761426,0.9689354585259434,0.03698371576962525,0.9816717959467572,0.010262224021721379,0.9674002507306623,0.04175228905929216,0.9536251849438336,0.03950653504807117,0.9738872358339967,0.012559841654173004,0.9699990759273361,0.027422115420332155,0.9746415056951337,0.00540746157241587,0.9609076297338678,0.001903368333209535,0.9853276236489226,0.03913791592193585,0.9866270020441952,0.027355507259771303,0
0.036857217609596316,0.6219258258765263,0.9854261973957233,0.8618214743165061,0.018105099873241524,1.4178937690859499E-4,0.013714704803813697,0.0729093932892374,0.9902240057664851,0.03742781149432037,0.8817700109463241,0.9433363806192616,0.9606349726026489,1.8663283687715308E-4,0.03540523548239589,0.9960039893427017,0.044098917983347356,0.9872477517051595,0.027900787878903356,0.983513865808851,0.030577031698119556,0.9531972578998393,0.004980907157719894,0.9784344157570255,0.0367558453558654,0.9923876243405497,0.014419142967369673,0.9879594278442047,0.04155956298839995,0.9701907631096043,0.02998776068082993,0.9791570797998886,0.044201500086682916,0.9948501912826951,0.00869700367675069,0.964922828316705,0.03588177565195859,0.9641260390120753,0.007260900877557171,0.9727799387805846,0.0017634567181414183,0.9793094119742698,0.017975860742084106,0.9548337197362684,0.037231554509331605,0.9950967646075554,0.033816406711455506,0.9664550523824008,0.004965743799251318,0.9905269796269089,0.03611896531671772,0.9777247626705894,0.001416457579619852,0.9725320637110529,1
0.006795849630235414,0.4833980527885641,0.9725728919326103,0.813126628682479,0.010684787201407678,1.375155836329795E-4,0.017921007787053196,0.03450596046668029,0.979917799864155,0.0210969224062344,0.8743206982398691,0.9213243769625189,0.9445261707196754,7.060909541542662E-5,0.015080589849108057,0.99336633653935,0.031619386187260574,0.9973700810510526,0.020110642370080204,0.9753489320506761,0.018982295953891223,0.9557912137253726,0.035148360149694226,0.978474431420299,0.017261006034683852,0.9561823997988075,0.03619884071500375,0.9834746957469347,0.014971164211025588,0.9935040311593083,0.02438339072002431,0.9902830852895309,0.022758490616361766,0.9533828866574953,0.005573290921018315,0.9546840863118513,0.0014454088973162081,0.974050063114774,0.020922483071869523,0.9653318623906444,0.03269492579858124,0.9975423913675069,0.03418966233231881,0.9702539591219348,0.036820008745347584,0.9537411933682501,0.013588105953501838,0.9893061536569487,0.03693438682305782,0.978968637291158,0.04584843533420153,0.9986261380569286,0.04744704239466103,0.9898099282455063,0
0.048405525436414715,0.5743148179413594,0.9844849662776447,0.8924075791705308,0.02018301894437074,9.882797783739331E-5,0.012610280635906735,0.02343561553402994,0.9809851540732732,0.02536822873041296,0.8922029235404088,0.9437418021384001,0.9532619107136142,2.1112470818244477E-4,0.9639860539551893,0.014916217135312933,0.9736139965841082,0.03551343450263127,0.9591496321770285,0.031288590245910367,0.9635689269083026,0.030466826250718403,0.983708203443571,0.007791621291763098,0.9797106971560302,0.042852597505282204,0.97887757969489,0.0015946137491140832,0.9646145649565347,0.01775386966521656,0.9962691507245968,0.01868117106019049,0.9869880720818895,0.01954010168059922,0.98987844600058,0.0020770945068471097,0.9642802016140554,0.03400481101293296,0.9607452187796501,0.02699522801040734,0.9736472305345721,0.021463115390440813,0.9919221493692775,0.022317388894075068,0.9810869952491232,0.021433081980609652,0.9829346040843386,0.022353447018412367,0.9669156842998841,0.021797282698782252,0.9562173849213237,0.03783455729633139,0.9972223333542896,0.015809617636494362,1
