@Relation EEG_Data_Training

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE Feature55 NUMERIC
@ATTRIBUTE Feature56 NUMERIC
@ATTRIBUTE Feature57 NUMERIC
@ATTRIBUTE Feature58 NUMERIC
@ATTRIBUTE Feature59 NUMERIC
@ATTRIBUTE Feature60 NUMERIC
@ATTRIBUTE Feature61 NUMERIC
@ATTRIBUTE Feature62 NUMERIC
@ATTRIBUTE Feature63 NUMERIC
@ATTRIBUTE Feature64 NUMERIC
@ATTRIBUTE Feature65 NUMERIC
@ATTRIBUTE Feature66 NUMERIC
@ATTRIBUTE Feature67 NUMERIC
@ATTRIBUTE Feature68 NUMERIC
@ATTRIBUTE Feature69 NUMERIC
@ATTRIBUTE Feature70 NUMERIC
@ATTRIBUTE Feature71 NUMERIC
@ATTRIBUTE Feature72 NUMERIC
@ATTRIBUTE Feature73 NUMERIC
@ATTRIBUTE Feature74 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
0.036174983192525746,0.6147222691203781,0.9800966289868625,0.8652223841703112,0.017213736260556396,1.7617525613918453E-4,0.019025431954960162,0.03450596046668029,0.9840070140419455,0.03491499022791718,0.9026358361344943,0.9482252871735767,0.9581396789300322,2.0897481930710847E-4,0.034602818373100336,0.9575122730252627,0.019460208060684724,0.9718338702211115,0.009699039056386145,0.9541130274201823,0.015254524800634363,0.9838916482339876,0.04605875410660534,0.9865801546354919,0.0,0.9598557360178757,0.04545047354567445,0.9604100540447801,0.04464034744196985,0.9789178489576085,0.04497130393435796,0.9962920326827153,0.044462056365344,0.9756307131888696,0.018733198204250658,0.9960302978038958,0.016431956191612206,0.9602566130959979,0.013760126216265172,0.9701491826391799,0.024102937744951206,0.9936854841398761,0.005451460375923781,0.9780757821980985,0.03646468947948537,0.9801879865024581,0.031077838948248757,0.955204216073781,0.007198940407447484,0.9888349052110125,0.01720850959989466,0.9821778234724081,0.006398609760071088,0.994816559182619,0.03282098286681207,0.9738632932707647,0.03796825529912022,0.9526292680185652,1.868232423367845E-4,0.9934013305966729,0.02475214984467407,0.9538009796010141,0.03528359471446222,0.986147042596558,0.006747103621949125,0.9654984494166856,0.022881961310969406,0.9559640892529712,0.025911947768402534,0.9816075288433228,0.027477427690478447,0.9981496884864318,0.009455023606591957,0.9654823137950689,0
0.03804616011313142,0.5526760087793355,0.9854261973957233,0.8448390088776994,0.003860646296499992,1.3321385706798286E-4,0.016592247460040135,0.0794221076819555,0.9905809456481057,0.032152356320994266,0.897172361015586,0.9498549226916809,0.9541688880236964,1.988857983104374E-4,0.9828544679536617,0.008912236434876798,0.9612110267209962,0.0,0.9535304025553989,0.032548788420494155,0.9600649177378278,0.023077523943431308,0.9609804607018451,0.023170551609476692,0.9783595572428312,0.005742926157613685,0.9989335930575862,0.005839123845472156,0.9643915811258513,0.009788549797198925,0.9715221445199229,0.04022062929665804,0.9627622181113631,0.019199553423436322,0.973347742019713,0.044858778273170245,0.9636721154047687,0.024379387841853912,0.9948629370242955,0.018383950005715598,0.954230419398927,0.012727160135093226,0.9808655836787729,0.0052010005734436865,0.9836472882507219,0.010894607364598241,0.9581601599198112,0.047122899542203715,0.9836887542164539,0.027825092883681124,0.9993184465538186,0.04543873674461317,0.9623305192534706,0.012540705592188006,0.9703584992310935,0.0172704942468194,0.974460750732926,0.04178655549745652,0.9690273753240806,0.013771923304880421,0.9735740816421795,0.002401842206303273,0.9764156874399891,0.008423451881031272,1.0,0.029996998871003974,0.9824251602518318,0.01307170242659487,0.9958724921079157,0.016129969525293608,0.9769893932060106,0.012532001718827198,0.975945573823601,0.005115001781865316,1
0.0307402905788725,0.5685463447577245,0.9844849662776447,0.8448390088776994,0.012172322581018961,1.503928300385883E-4,0.01415906296512011,0.0553390293135615,0.9888031771114899,0.03290669252962209,0.9066075113095865,0.9518979291704763,0.9570048512225391,1.787077563170928E-4,0.973579063078283,0.0063699669161927175,0.9670878552528559,0.025944919314434656,0.9872096603382228,0.02355349035660258,0.9982503087690405,6.496685928100062E-4,0.9624778417138727,0.01704801513007772,0.9608375642257087,0.011264787296384028,0.9786880621508453,0.03781609524081856,0.9791624384587315,0.005195285188198279,0.9807317568204964,0.024645451236084043,0.9899866068962104,0.024923697135736955,0.9860696972555832,0.016759270817352914,0.9623135828485742,0.020650854074414284,0.9646140962456188,0.033261250619212715,0.9894509764704201,0.008110361122093587,0.9633660338386872,0.03314828185993874,0.999267390892211,0.044237496535611875,0.9907358178835008,0.03506689623218903,0.9924475444514318,0.00419453177098242,0.9601782143109067,0.02043585436202164,0.9828506587728885,0.015191036335548509,0.9529280390875262,0.031153179083395946,0.9824564746594057,0.017711640098254072,0.963039499771237,0.04330251730900066,0.9943956857354342,0.014444398924935098,0.9860793592733142,0.03818663282039832,0.986875340498242,0.020016101295249177,0.976667523883,0.002459457528635611,0.9995646731810099,0.006541725769560338,0.9601044672020245,0.028291091540875214,0.9863848803472148,0.044686706140860684,0
0.04279861830971441,0.7013056446620517,0.9887143944186216,0.8640961088291155,0.026711968003519458,1.6759973629857492E-4,0.03230009275437362,0.06249920654064364,0.9920017743031009,0.0303938712632189,0.9259815365539414,0.9584164712428955,0.9635859670700873,2.1689989986716873E-4,0.03904078832837761,0.976993794880395,0.005820631954326785,0.9835914268134013,0.029203878090466703,0.9860903834596988,0.022360977692389733,0.9651750961642881,0.00471884575927764,0.9557435699551712,0.02911216057570624,0.9807292287022433,8.700889530152071E-4,0.9663397291088804,0.02804099860981296,0.9775709231680759,0.0033217494547126973,0.9652274429605794,0.0033568490580059922,0.9658085055307669,0.03220608233344465,0.9830911268675278,0.013215682762641541,0.9695016993802935,0.028523465955048666,0.9599550356285484,0.04044459048244939,0.969978421275765,0.01678215213594903,0.9792293374534908,0.02827642513430334,0.9639132202950751,0.013555643214174644,0.9540459016643497,0.041488003354105886,0.9918872058683428,0.034654371378949465,0.9781653563339524,0.019902763235242156,0.9835033350709944,0.01761720826798717,0.9986456381834784,0.012532858976276748,0.9935081448209447,0.03473005947842014,0.990475999900901,0.042070938443995454,0.9928754557640878,0.001930829256397401,0.973351781074105,0.02178045816300522,0.9685300660724749,0.04101303921288487,0.9666201509775442,0.0429325595883353,0.9565371055030701,0.002960412228112739,0.9792330639805705,0.03608211568420996,0.9648753361246047,1
0.02853462008484872,0.5685463447577245,0.9827614131912927,0.8312574532926995,0.019592635252852278,1.6472260749211676E-4,0.026989365603226963,0.05989665985349491,0.9856045799198792,0.029639535054591073,0.8941887611279553,0.9298859255137327,0.9581396789300322,1.5852971432374946E-4,0.9735275807200476,0.028278460459513953,1.0,0.04603773009816362,0.9559716054078226,0.030023057296572335,0.9803293155238395,0.026246801668181177,0.9795186472515148,0.025833559617555863,0.9841541645702786,0.009322845449824105,0.9957620092288514,0.047168606369086645,0.9644420814121784,0.03373315628339928,0.9645641942851806,0.04166626960000453,0.9860648851107933,0.040513867878875835,0.9688555100360505,0.03665828449024204,0.9814959482195224,0.009874133392298678,0.9674970251336904,0.041800670655031735,0.9535713435337709,0.0394790619685702,0.9741308102783177,0.01244239367954587,0.9700220925945512,0.027462715565887735,0.9745485104704406,0.006089969092548768,0.9610466335067558,0.0019034009717062463,0.9846293016507892,0.0388678572891884,0.9865701603368134,0.02742010648973646,0.9879242564852098,0.043604354911370914,0.9966490751847679,0.03449083796935244,0.9812414213817292,0.0305892397379974,0.9831384731458752,3.4965334776425653E-4,0.9576665447396095,0.025710585820586176,0.9893145460848892,0.03945960623282084,0.9669990761112855,0.03533065034648623,0.9944922107934377,0.01749032840092112,0.98283685051014,0.026312153840730268,0.9967860733019209,0.04138501441691099,1
0.032439252986431424,0.6291575215262538,0.9860526661593797,0.8618214743165061,0.013358878039463052,1.2603500169652805E-4,0.017696671627947098,0.0390635910066137,0.987025408574874,0.03591913907706472,0.8882312483653165,0.9441472236575386,0.9581396789300322,1.887967773137651E-4,0.009138118586752097,0.9649199204159102,0.035869608700373284,0.9639234272934568,0.007312169887129187,0.9725902934590986,0.0014104264824726087,0.9794220807303724,0.01800000571519464,0.9550966352727084,0.0371861135251337,0.9952823581539165,0.0334931831913681,0.9667362481294023,0.005117679959676089,0.9905143656208142,0.03615427934902859,0.9779990127334509,0.0012621523841822996,0.9723233031424204,0.014895646613625028,0.9934832469229091,0.031653999096851806,0.9973484711295969,0.020066175889149107,0.9750714476241287,0.019058912048611577,0.9554973348131992,0.03535732217254326,0.9784549027527196,0.017161535068540082,0.9559987009140272,0.03602578687902914,0.9842259504374898,0.01510395822613502,0.9934638468133754,0.023619878102021406,0.990020762683198,0.02254376178421771,0.9533004289514083,0.005962600829695061,0.9543774364464281,0.0011233268004433165,0.9738125648256887,0.021130089980173968,0.9655601865350943,0.03277233032969529,0.9978372940070174,0.03409766357276784,0.9703597404738289,0.03703192206733419,0.9537273545762451,0.013661170957510934,0.9891277117614843,0.037190436908094,0.9789544479829435,0.046017402307349534,0.9986670515924395,0.04716840004001938,0.9896022914598144,0
0.028365717389360338,0.6176205751589853,0.985267288245918,0.8255819089262832,0.00949823174296306,1.475436345215113E-4,0.023671778942600093,0.04166613769376243,0.984537225710761,0.01984296091656714,0.884249886177601,0.938034103104257,0.9507666170409975,1.7437987544386874E-4,0.9645372355689705,0.014954414477595972,0.9736161830903547,0.035610804302976314,0.9592278135077357,0.03127354182361214,0.9635643001997467,0.030871641870664414,0.9837469387988375,0.008085254367285806,0.979875627010627,0.04260361231675168,0.979021612132833,0.0013449238893178711,0.9646240730100748,0.01789201351117062,0.9965715276712402,0.01862750890541069,0.9868698049331587,0.019674898358107158,0.9897862235042652,0.0017485366130226786,0.9641065409627095,0.03362733343118525,0.960841327442987,0.027044354685058995,0.9735874394616912,0.021432960667654162,0.9921705520151437,0.02220046142210219,0.981110307686298,0.021473967326653996,0.9828427309090003,0.023035679897191262,0.9670554380347983,0.021797656473278373,0.9555217267799991,0.03756435336009603,0.9971675004739888,0.015871488025860976,0.9652029170819274,0.027578692517007782,0.9633056106314927,0.024784485837641118,0.9676147628488633,0.01933862751487924,0.9701789131840944,0.01594114390950549,0.9932273329980333,0.0062480287312125975,0.9908613129231233,0.0021150813877604,0.97091560228972,0.004564570285523699,0.9651833802317804,0.032271370637777526,0.9543465749926626,0.01969695670442581,0.9844410883329595,0.006998824159426691,0
0.036857217609596316,0.6219258258765263,0.9854261973957233,0.8618214743165061,0.018105099873241524,1.4178937690859499E-4,0.013714704803813697,0.0729093932892374,0.9902240057664851,0.03742781149432037,0.8817700109463241,0.9433363806192616,0.9606349726026489,1.8663283687715308E-4,0.003307264828110941,0.9760151926331354,0.02894028494522264,0.9996132884011285,0.008314006746909136,0.9990342792761474,8.129012091548735E-4,0.9598234273161825,0.033694882900423016,0.9970416315330632,0.012943290795712782,0.9744717546559436,0.005047087727457527,0.9937452937195582,0.032794695373697474,0.9571689029699048,0.016471532149789418,0.9626725572300121,0.010696384243004124,0.9712306766092188,0.007794222612298734,0.9685863724678382,0.02820336451162357,0.9923980610099441,0.038331712122496794,0.9710665701329876,0.024504859732084015,0.9850339876815496,0.01655159404245512,0.9755933998731182,0.002290237054778009,0.9558386961900777,0.02851954120240926,0.99952142071314,0.03220132258494832,0.9840659235972186,0.027004768014458405,0.9946268577074909,0.017355133321836823,0.961932825885373,0.04478143799866992,0.9787016603790117,0.03230969900748986,0.9837703620523635,0.010650831172792412,0.9677546609951467,0.02101117719178419,0.9527215320723575,0.033551849481047905,0.9576054527557742,0.0014029480004418922,0.9992463831631898,0.03131982741377858,0.9809996904245945,0.015022109267984123,0.9778055734703339,0.038848383445321814,0.9616512934554037,0.007104369244255693,0.9746546325641137,1
0.006795849630235414,0.4833980527885641,0.9725728919326103,0.813126628682479,0.010684787201407678,1.375155836329795E-4,0.017921007787053196,0.03450596046668029,0.979917799864155,0.0210969224062344,0.8743206982398691,0.9213243769625189,0.9445261707196754,7.060909541542662E-5,0.021375665814665677,0.9622871278071683,0.01515593121538935,0.9948765475607643,0.02599819078367315,0.9598235416807537,0.024286019242791494,0.9880516229331111,0.014985240509681034,0.9786740220948672,0.032875177240086005,0.9880072227277705,0.004051202781235245,0.9947156215149696,0.04554268274672014,0.9699675556630892,0.0060212664384194335,0.9851728955308081,9.544729727927125E-4,0.9740589313407585,0.003845175234212486,0.965567645497781,0.002370286816136842,0.972449642872801,0.02213929329180732,0.961882216210037,0.03901786267030501,0.999188296995651,0.04609161159154622,0.9700285197723754,0.01643178399368146,0.9939236301262226,0.012639991767711918,0.9556551483500452,2.658510090903859E-4,0.987144898542441,0.037026939948945514,0.9796098826179463,0.004522662378060889,0.9548195325849632,0.03872832149642411,0.9695763857207212,0.035235684252749463,0.9570352718416729,0.01805131920085414,0.9635858265345606,0.004964147821290908,0.97466394692891,0.036334263027144216,0.996902189811626,0.009926357135509755,0.9637396925510071,0.04494956710575213,0.9827066415831213,0.0012888341052367486,0.975088666248143,0.035567823644422916,0.9958782453101463,0.030007765639664723,0.9762726044392271,0
0.048405525436414715,0.5743148179413594,0.9844849662776447,0.8924075791705308,0.02018301894437074,9.882797783739331E-5,0.012610280635906735,0.02343561553402994,0.9809851540732732,0.02536822873041296,0.8922029235404088,0.9437418021384001,0.9532619107136142,2.1112470818244477E-4,0.9978787361653076,0.004451830281593535,0.9568848427353068,0.006813172578146977,0.9987608107348114,0.02574017160114404,0.9914059283655825,0.024143475784126938,0.962730262813228,0.03322995717273384,0.9923377014438404,0.031067258079116335,0.9647151769053808,0.039019949863219903,0.9832177067343567,0.014164629766869328,0.9868626047813751,0.007495983273646258,0.9905857720657578,0.01701525295209217,0.974747633573383,0.021854325460312938,0.9582646604335491,0.04261222295716935,0.9767936609862368,0.0028064626757610726,0.9877851907938914,0.02681478023522214,0.9553565218882514,0.01749765192922842,0.9791058739245462,0.04448321807596193,0.9699826397821485,0.026697478783302638,0.9946353362681759,0.0443660093360011,0.9943454894506967,0.03292490845457611,0.9553621702681873,0.00664250459590776,0.9559293482299899,0.038424063828348294,0.963309421748712,0.031432541757506344,0.9637372273905751,0.013525128304813706,0.9832070624076549,0.03347525892926042,0.9663586103363663,0.044344138030265184,0.9945958404925271,0.001963595828907207,0.9783267137183186,0.004888433786583538,0.9859771420079906,0.046845691672946256,0.9615251220562621,0.04492769779134544,0.9690794143850138,0.044683847533307765,1
