@Relation EEG_Data_Training

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
0.036174983192525746,0.6147222691203781,0.9800966289868625,0.8652223841703112,0.017213736260556396,1.7617525613918453E-4,0.019025431954960162,0.03450596046668029,0.9840070140419455,0.03491499022791718,0.9026358361344943,0.9482252871735767,0.9581396789300322,2.0897481930710847E-4,0.03456080231148635,0.9573089976389705,0.01946070853324117,0.9718690467118805,0.009678430938952681,0.954267653771561,0.015456333475635605,0.9841317781745498,0.04605148477127139,0.9863085724300714,1.228883916194932E-4,0.9597114005365962,0.04586352947451333,0.960094878377542,0.04457996244995445,0.9790786966463416,0.04502844468411677,0.9960805012080511,0.044257467155378,0.9756307131888696,0.0189203354297694,0.9959352575909021,0.01639917356395339,0.9599568378789547,0.013842465727320005,0.9700987341000368,0.024086906411776767,0.9936676407291551,0.0054517927937625015,0.9781230501031212,0
0.03804616011313142,0.5526760087793355,0.9854261973957233,0.8448390088776994,0.003860646296499992,1.3321385706798286E-4,0.016592247460040135,0.0794221076819555,0.9905809456481057,0.032152356320994266,0.897172361015586,0.9498549226916809,0.9541688880236964,1.988857983104374E-4,0.9894050514214267,0.02751676445535301,0.9838673574260925,0.0019526785033907336,0.9604131776879481,0.03626010188568514,0.9705414862474845,0.029709922616813166,0.9591560498178269,0.041821053213113815,0.9855553745571497,0.02078526122159157,0.9907509088605938,1.3145799297930487E-4,0.9526185488841198,0.04053925304878025,0.9775881994815072,0.001079434159279714,0.9878358897941327,0.03341512949577237,0.9596883933676379,0.012672544313410299,0.9753450389547053,0.0027281358310420533,0.9785893414538405,0.02894288588609215,0.9799536130835866,0.04488502822112556,0.9624672363640867,0.012869914788017706,1
0.0307402905788725,0.5685463447577245,0.9844849662776447,0.8448390088776994,0.012172322581018961,1.503928300385883E-4,0.01415906296512011,0.0553390293135615,0.9888031771114899,0.03290669252962209,0.9066075113095865,0.9518979291704763,0.9570048512225391,1.787077563170928E-4,0.9823922589596779,0.00878668981327113,0.9612357468955354,0.0,0.9534522183470795,0.032537502238513,0.9601947002500458,0.023149215592493038,0.9609801633605601,0.02316417330409791,0.9781944551614559,0.005362155155570362,0.9987808838782372,0.006101365543717118,0.964068359752676,0.009766577743902206,0.9714609925293992,0.040247745859469566,0.962759739053301,0.019199553423436322,0.9735048599199542,0.044821741131362995,0.9635066950273815,0.023956502343032156,0.9950415616984464,0.018304486666514175,0.9542941235301685,0.012306355042918087,0.9809253946642551,0.005189881255745371,0
0.04279861830971441,0.7013056446620517,0.9887143944186216,0.8640961088291155,0.026711968003519458,1.6759973629857492E-4,0.03230009275437362,0.06249920654064364,0.9920017743031009,0.0303938712632189,0.9259815365539414,0.9584164712428955,0.9635859670700873,2.1689989986716873E-4,0.03095386937661522,0.9634221403240648,0.005637899946564562,0.9997037643831443,0.030874900036887303,0.980463019763689,0.0465024089772517,0.9985832455205976,0.009806396304145995,0.9650875264560593,0.017675923306212,0.9697266025228627,0.022035523900866785,0.9943330173896067,0.015705863693906957,0.9665339176829275,0.021019816479147295,0.955136315480591,0.023632692844545847,0.9611731779714298,0.04759386315990103,0.9827348494015797,0.029872100544003834,0.9656094743143434,0.04316623536002955,0.9687611938023487,0.024143104113385775,0.9651377126115355,0.02334019015533116,0.9579951130523418,1
0.02853462008484872,0.5685463447577245,0.9827614131912927,0.8312574532926995,0.019592635252852278,1.6472260749211676E-4,0.026989365603226963,0.05989665985349491,0.9856045799198792,0.029639535054591073,0.8941887611279553,0.9298859255137327,0.9581396789300322,1.5852971432374946E-4,0.9731209642375219,0.006244628609431626,0.9671127265661389,0.02594585841652065,0.9871294216103333,0.023540584718671476,0.9983771802768804,7.174284619969681E-4,0.9624775557831069,0.01704332221432697,0.9606776199281148,0.010885384648376455,0.9785473659948517,0.03805899415583486,0.9788349960325738,0.0051724466463415495,0.9806694290388254,0.024676455568851164,0.9899901196974357,0.024923697135736955,0.9862264150943391,0.016723947202178662,0.9621483527003483,0.020227478104374357,0.9647897523067602,0.03318224081822419,0.9895176998947482,0.007687659524177389,0.9634247777408312,0.03313883980242616,1
0.032439252986431424,0.6291575215262538,0.9860526661593797,0.8618214743165061,0.013358878039463052,1.2603500169652805E-4,0.017696671627947098,0.0390635910066137,0.987025408574874,0.03591913907706472,0.8882312483653165,0.9441472236575386,0.9581396789300322,1.887967773137651E-4,0.046578512018662796,0.996778594853755,0.038203225385504316,0.9876581193324703,0.039636386858913415,0.9568347996387893,0.0073746340794048045,0.9735828167784891,0.030322196556569023,0.967736466213397,2.4863465281168385E-4,0.9836190258338449,0.03002835397417593,0.9702542950088833,0.009721861041970583,0.9960604039634153,0.041844316922657575,0.9671787230474915,0.033298620473473296,0.9909274846536942,0.03446255002858771,0.9727530769032879,0.0241139102446255,0.9549895716960196,0.04685933813805102,0.9591726303434919,0.007263791058850186,0.9809018941798332,0.03377882032807937,0.9975565261708911,0
0.028365717389360338,0.6176205751589853,0.985267288245918,0.8255819089262832,0.00949823174296306,1.475436345215113E-4,0.023671778942600093,0.04166613769376243,0.984537225710761,0.01984296091656714,0.884249886177601,0.938034103104257,0.9507666170409975,1.7437987544386874E-4,0.9919513459529918,0.02399237000520231,0.9583296423614984,0.03110092966547269,0.9823464428382568,0.03369200345969332,0.975480461364884,0.012651703249484078,0.9572509703998286,0.002967079231969622,0.9818496703447449,0.02748747861476083,0.9537440675237944,0.013426814572785148,0.9805486574096565,0.024987614329268173,0.9561453570520041,0.012301547982896547,0.9559207022351206,0.013213446069783398,0.9853182771107298,0.03017399498624612,0.9657375770259161,0.015976085439647153,0.9814201485625864,0.007240246625663916,0.9929333771484906,0.016856427764021586,0.9695606647719095,0.026655298718247726,0
0.036857217609596316,0.6219258258765263,0.9854261973957233,0.8618214743165061,0.018105099873241524,1.4178937690859499E-4,0.013714704803813697,0.0729093932892374,0.9902240057664851,0.03742781149432037,0.8817700109463241,0.9433363806192616,0.9606349726026489,1.8663283687715308E-4,0.028259866891309562,0.9640319301180896,0.013841858763891298,0.953321458507963,0.04154843457050905,0.9918708635135696,0.03506357870342121,0.9784580909352488,0.02011763865406128,0.9830271637770581,0.017731175451281264,0.9986875777374293,0.012890248118703916,0.9936109510223714,0.034576142671120635,0.9903582317073172,0.042148247729331824,0.9928755440043291,0.0016978494859290502,0.9732187424983143,0.021803887935963693,0.9685273074273497,0.04092363468021324,0.9666189417654526,0.04280130802154105,0.9565356563093027,0.0029413305520231063,0.9790567033989251,0.03631511400459027,0.9648844708426412,1
0.006795849630235414,0.4833980527885641,0.9725728919326103,0.813126628682479,0.010684787201407678,1.375155836329795E-4,0.017921007787053196,0.03450596046668029,0.979917799864155,0.0210969224062344,0.8743206982398691,0.9213243769625189,0.9445261707196754,7.060909541542662E-5,0.020114964435736717,0.9809478801229488,0.04751685702556245,0.9985654956945826,0.0027289095704372546,0.9825700797482199,0.027539336463986982,0.9790792906128348,0.02697878217798191,0.978339845349925,0.031364165935528356,0.962045548772642,0.04317671183428411,1.0,0.01155554539488022,0.986459603658537,0.011742781166960736,0.9944151429464264,0.0332900454760696,0.9931089273398598,0.016087287974080478,0.9894446281275224,0.0287738055208141,0.9626763946665033,0.014860069898353931,0.9943859508730213,0.0011315740595220357,0.9921636577476094,0.021412721294481758,0.9650530848261709,0
0.048405525436414715,0.5743148179413594,0.9844849662776447,0.8924075791705308,0.02018301894437074,9.882797783739331E-5,0.012610280635906735,0.02343561553402994,0.9809851540732732,0.02536822873041296,0.8922029235404088,0.9437418021384001,0.9532619107136142,2.1112470818244477E-4,0.9702792537984767,0.027200435999702514,0.9745299130645165,0.006179989331707528,0.961390171159725,0.001985132462821472,0.9847361560041471,0.03925276919764256,0.9865806205796207,0.027445721024066488,0.9878616753021957,0.042976348759298594,0.9966502879685623,0.0344419941605978,0.9804753100355399,0.03060499237804884,0.9833466878687779,3.620344047012159E-4,0.9576566628206216,0.02586009807918727,0.9898284734133782,0.03937540554523843,0.9669987588218424,0.03465742926101999,0.994598503702631,0.01745756834411774,0.982492034690175,0.025827905460659266,0.996956828699182,0.041634317232444325,1
