@Relation EEG_Data_Training

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
0.036174983192525746,0.6147222691203781,0.9800966289868625,0.8652223841703112,0.017213736260556396,1.7617525613918453E-4,0.019025431954960162,0.03450596046668029,0.9840070140419455,0.03491499022791718,0.9026358361344943,0.9482252871735767,0.9581396789300322,2.0897481930710847E-4,0.034777555492045205,0.9573751595633205,0.019508667077683,0.9718690467118805,0.009634400071704779,0.9543017231278643,0.015732083962877206,0.9841015912700722,0.046032384266361165,0.9866148042342465,0
0.03804616011313142,0.5526760087793355,0.9854261973957233,0.8448390088776994,0.003860646296499992,1.3321385706798286E-4,0.016592247460040135,0.0794221076819555,0.9905809456481057,0.032152356320994266,0.897172361015586,0.9498549226916809,0.9541688880236964,1.988857983104374E-4,0.9529084500333422,0.007247508906967604,0.998783150107058,0.007538291549188221,0.9980633940473443,0.026382746049875703,0.9976526671379116,0.043312349517263905,0.9973854764359397,0.023072239273595366,1
0.0307402905788725,0.5685463447577245,0.9844849662776447,0.8448390088776994,0.012172322581018961,1.503928300385883E-4,0.01415906296512011,0.0553390293135615,0.9888031771114899,0.03290669252962209,0.9066075113095865,0.9518979291704763,0.9570048512225391,1.787077563170928E-4,0.9715356768600554,0.04350505839541206,0.9694253362060009,0.00752686123599791,0.9672741246178757,0.0175675405347993,0.9766600425644612,0.04109709119908819,0.9582667157048635,0.025558319984982626,0
0.04279861830971441,0.7013056446620517,0.9887143944186216,0.8640961088291155,0.026711968003519458,1.6759973629857492E-4,0.03230009275437362,0.06249920654064364,0.9920017743031009,0.0303938712632189,0.9259815365539414,0.9584164712428955,0.9635859670700873,2.1689989986716873E-4,0.03666666666666669,0.9803751405109832,0.031411307651479634,0.9544787777185095,0.007203869016402352,0.9888538232405549,0.017898413073424664,0.9824399093316205,0.006585855275067895,0.9946438253435393,1
0.02853462008484872,0.5685463447577245,0.9827614131912927,0.8312574532926995,0.019592635252852278,1.6472260749211676E-4,0.026989365603226963,0.05989665985349491,0.9856045799198792,0.029639535054591073,0.8941887611279553,0.9298859255137327,0.9581396789300322,1.5852971432374946E-4,0.9857187767933695,0.021416731762150594,0.9912323916484266,1.6954964566018025E-4,0.9534938049587027,0.04058480991677282,0.97745360111727,0.0010299760180418989,0.9881860504115203,0.03345488987967896,1
0.032439252986431424,0.6291575215262538,0.9860526661593797,0.8618214743165061,0.013358878039463052,1.2603500169652805E-4,0.017696671627947098,0.0390635910066137,0.987025408574874,0.03591913907706472,0.8882312483653165,0.9441472236575386,0.9581396789300322,1.887967773137651E-4,0.006728589120701248,0.9656886467125193,0.02292194532084513,0.9560542558866117,0.02569364057127483,0.9816580092724454,0.027372530489605792,0.9982068317613737,0.009690125600035134,0.9658094817917701,0
0.028365717389360338,0.6176205751589853,0.985267288245918,0.8255819089262832,0.00949823174296306,1.475436345215113E-4,0.023671778942600093,0.04166613769376243,0.984537225710761,0.01984296091656714,0.884249886177601,0.938034103104257,0.9507666170409975,1.7437987544386874E-4,0.9823092312089162,0.009031760245394307,0.9616677990263288,0.0,0.9537636520707661,0.032547864927503764,0.9602058488980683,0.023079656877924463,0.961225205379211,0.023093202775186582,0
0.036857217609596316,0.6219258258765263,0.9854261973957233,0.8618214743165061,0.018105099873241524,1.4178937690859499E-4,0.013714704803813697,0.0729093932892374,0.9902240057664851,0.03742781149432037,0.8817700109463241,0.9433363806192616,0.9606349726026489,1.8663283687715308E-4,0.02570448699628462,0.9586183245375041,0.046368937071613124,0.9586651299245603,0.011431791613189928,0.9624005860292237,0.018675776553726937,0.9930007365138412,0.010294210126133695,0.9721214015434858,1
0.006795849630235414,0.4833980527885641,0.9725728919326103,0.813126628682479,0.010684787201407678,1.375155836329795E-4,0.017921007787053196,0.03450596046668029,0.979917799864155,0.0210969224062344,0.8743206982398691,0.9213243769625189,0.9445261707196754,7.060909541542662E-5,0.020541106982947407,0.9978308914588374,0.011079337278963503,0.977267012116132,0.042158128500622394,0.9710205119754008,0.0017090564750760922,0.9656382468874427,0.02814900497559853,0.9581273113451609,0
0.048405525436414715,0.5743148179413594,0.9844849662776447,0.8924075791705308,0.02018301894437074,9.882797783739331E-5,0.012610280635906735,0.02343561553402994,0.9809851540732732,0.02536822873041296,0.8922029235404088,0.9437418021384001,0.9532619107136142,2.1112470818244477E-4,0.983824902353053,0.010870310743612758,0.9585775529787092,0.047177665168025615,0.9843622168273984,0.027914499936653295,0.9994207879950697,0.045754374063278966,0.9625915416732574,0.012499011380322455,1
0.017493020344495167,0.4978333051944398,0.9804113913412847,0.8199284483900889,0.01276270627253742,1.890804358341745E-4,0.02809810392803971,0.08267211720346827,0.9920017743031009,0.027881049996816152,0.8931909988278713,0.941293374140467,0.952127083006121,1.5203789301391338E-4,0.9704620367724108,0.01725760664545505,0.9749435646555132,0.04177398460717803,0.9691601938322287,0.013840082226987252,0.9736468064269673,0.0023648478046075197,0.9767598964099851,0.008610281835221218,0
0.03192923308240791,0.6002870167145037,0.9832320287503321,0.8448390088776994,0.021369574402815356,0.0,0.028318125930240023,0.05598649214792555,0.9864951969060589,0.03340631781066153,0.9031298737782256,0.9425175881394335,0.956892032093724,1.7366324581875666E-4,0.04754787082023439,0.9829243431706897,0.030005784086805154,0.9657014402194621,0.043096395490978386,0.9688133765552116,0.024064925093026376,0.9653752742870916,0.023341101949268184,0.958311218427299,0
0.02649454046875466,0.5930834599583542,0.9815054197187918,0.8289828187800882,0.015731988956352288,1.2461040393798954E-4,0.006859509480359839,0.027333087889905617,0.9784969712091598,0.02536822873041296,0.9046216737220408,0.9453714376565051,0.9624511393625941,1.5924634394886157E-4,0.020387729827569624,0.9591070169756315,0.014649843581903188,0.9784719576316394,0.03393017539108744,0.9761339789307633,0.0457263108958545,0.9534462273436245,0.009908320168609984,0.9698563904852383,1
0.03040248518789573,0.6536946367268848,0.985111435041301,0.8924075791705308,0.016328160723277918,1.589962831685816E-4,0.022343018615587032,0.05858903883507428,0.9847174283694431,0.0303938712632189,0.9016380738344103,0.9441472236575386,0.9585931675850733,1.6717142450892056E-4,0.9608402400685904,0.011521900661115893,0.9790229181337314,0.038094376285910184,0.9797366749877471,0.005223966613862162,0.9805344754987606,0.02462890850173239,0.990340364470683,0.024960860189643188,1
0.032101447595454656,0.47475941245990266,0.9824466508368704,0.7893423435360633,0.004451029988018977,1.1600695080799623E-4,0.014379084967320228,0.06183904835658706,0.9872056112335564,0.030643683903738617,0.9071015489533178,0.9510791366906475,0.9559850547836416,1.9815511712404832E-4,0.03325902638849176,0.9697391735096305,0.009720505683556153,0.973540730016003,0.011883761687812385,0.9858970047924461,0.03693810243288129,0.9610209815928709,0.010647704383519528,0.9860840464894232,1
0.031081407787407627,0.6161573526928926,0.9849555818366841,0.8482399187315043,0.011871342659852296,1.3606305258505983E-4,0.024776203110507055,0.03971105384097775,0.9808084168503347,0.020092773557086857,0.8797841733587776,0.9400771095830524,0.9516735943510799,1.693353649455326E-4,0.9994446032199671,0.04422047364109214,0.9911561598618672,0.035132020117351045,0.9931270035909685,0.00428567209988431,0.96030397198443,0.0207529210443823,0.9831132648958288,0.015148988558692698,0
0.02666675498180141,0.551240925206821,0.9804113913412847,0.813126628682479,0.013358878039463052,8.879992694886151E-5,0.014379084967320228,0.017570363975674748,0.9772528797771031,0.01984296091656714,0.8897133612965095,0.941293374140467,0.9595023570349364,1.707826757570338E-4,0.9530342002476897,0.031142949682778594,0.9829402790655124,0.01769698239731743,0.9631701600584319,0.04336159012818911,0.9944689064134397,0.014408230661271136,0.9864262016422713,0.03837368966203952,1
0.0402518306071555,0.6334909111373742,0.988873303568427,0.8867320348041166,0.012172322581018961,1.3606305258505983E-4,0.021678638452080498,0.0729093932892374,0.989336854216049,0.028380675277855143,0.8936947234842241,0.9494495011725432,0.9549630462049635,2.0681087887049643E-4,0.034420310564923166,0.972944729171033,0.0242455197149693,0.9550893469481069,0.04679225205055186,0.9592256260139057,0.007182990982202535,0.981134574322631,0.033780139911311985,0.9978836392257612,0
0.031081407787407627,0.5786482075524798,0.9847966726868786,0.8663486595115047,0.00949823174296306,1.4036477915005649E-4,0.019469790116266573,0.03515342330104434,0.9815188311778323,0.0303938712632189,0.8887252860090478,0.9474144441352997,0.9541688880236964,1.9311060662571217E-4,0.9918652948461458,0.024234572370301265,0.9587605092664498,0.03110092966547269,0.9826687593326096,0.033702395842164674,0.975487328784741,0.012581714447962324,0.957494935789817,0.0028881987873566736,0
0.058254870855674185,0.6392593843210091,0.9912233254184352,0.8572942891215055,0.005342393600704102,1.1458235304945773E-4,0.010397118143186827,0.05272378727672024,0.9836500741603248,0.027881049996816152,0.9304569363853882,0.9669780197941095,0.9676695771052382,3.0337320796399163E-4,0.02935981709059727,0.9807323718254038,0.0013102338314762946,0.9659900556275243,0.027928699336919813,0.9776190562376582,0.0033619065220414908,0.9650522753323125,0.0034549061382231185,0.9661334631799915,1
0.023778850070707066,0.5238055039675841,0.9815054197187918,0.8448390088776994,0.00949823174296306,8.592279814240335E-5,0.003981966824133401,0.0566339549822896,0.98222924550533,0.019338437348459032,0.897172361015586,0.9384395246233955,0.9538304306372511,1.5420183345052542E-4,0.9850042869391255,0.030569474346028674,0.966208354813227,0.01676636439838439,0.9820499226692545,0.007373947038275734,0.9930056339799299,0.017387633999308077,0.969598541050116,0.026712265458914784,1
0.039741810703131986,0.7157408970679274,0.9907527098593959,0.9252462347069468,0.02552541254507484,1.9623135791624812E-4,0.017256627623546666,0.04882631492084456,0.9864951969060589,0.03792743677535936,0.9135627863723103,0.9506737151715098,0.9601814839476077,2.1473595943055673E-4,0.02847861293702941,0.9640968239754603,0.013887525716316806,0.953321458507963,0.04151640727652745,0.9919059000149553,0.03533383760343426,0.978427671577712,0.02009105097368115,0.983332110462407,1
