@Relation EEG_Data_Training

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
0.036174983192525746,0.6147222691203781,0.9800966289868625,0.8652223841703112,0.017213736260556396,1.7617525613918453E-4,0.019025431954960162,0.03450596046668029,0.9840070140419455,0.03491499022791718,0.9026358361344943,0.9482252871735767,0.9581396789300322,2.0897481930710847E-4,0.03463061974544674,0.9573050961445038,0.01937944620355663,0.9720360403620045,0.009689567721144876,0.9542955843740116,0.015751954111015043,0.9838181660588204,0.04603260476155997,0.9867238715862647,0.0,0.9598643473622035,0.04569425058475494,0.9600491690806531,0.044713203478678416,0.9789295791822181,0.045013822039220344,0.9960141600204244,0.04423238918556265,0.9756381482935086,0
0.03804616011313142,0.5526760087793355,0.9854261973957233,0.8448390088776994,0.003860646296499992,1.3321385706798286E-4,0.016592247460040135,0.0794221076819555,0.9905809456481057,0.032152356320994266,0.897172361015586,0.9498549226916809,0.9541688880236964,1.988857983104374E-4,0.9716145741519107,0.04346459333151679,0.9689875515826297,0.00747426879357037,0.9672215548309601,0.017435568139812212,0.9765554304568893,0.04112085083928563,0.9579315520978976,0.025561145381754326,0.9891549574887293,0.02775830205574725,0.9839793823273003,0.0015722671138889664,0.9606584818768777,0.03618114579344167,0.9708188688702515,0.029706130038981968,0.9591580809062602,0.04171540815198977,1
0.0307402905788725,0.5685463447577245,0.9844849662776447,0.8448390088776994,0.012172322581018961,1.503928300385883E-4,0.01415906296512011,0.0553390293135615,0.9888031771114899,0.03290669252962209,0.9066075113095865,0.9518979291704763,0.9570048512225391,1.787077563170928E-4,0.9858010933377295,0.021376982093288466,0.990787523386031,1.1528190236108253E-4,0.9534427855004486,0.04045592948412587,0.9773488862091106,0.0010667875692577454,0.987839886923425,0.033458588218925014,0.9592141417143988,0.013071808257282951,0.9754912655954495,0.0031483457844180074,0.9791433710924207,0.028984927380496836,0.9802956134441122,0.04547039389701574,0.9622626766227184,0.012889661978593073,0
0.04279861830971441,0.7013056446620517,0.9887143944186216,0.8640961088291155,0.026711968003519458,1.6759973629857492E-4,0.03230009275437362,0.06249920654064364,0.9920017743031009,0.0303938712632189,0.9259815365539414,0.9584164712428955,0.9635859670700873,2.1689989986716873E-4,0.02950792179119107,0.9615783968739939,0.008644734285159324,0.9526886883682463,2.9651240394347125E-4,0.9851291304795191,0.0075754544986940614,0.9755981868421281,0.008424547674653204,0.9760875303885256,0.02545150361469654,0.9586183245375041,0.046177298646608016,0.9586493749047115,0.01161370766401752,0.9623632251709509,0.018680955316839883,0.9929037949312008,0.009952239921022402,0.9718020187548347,1
0.02853462008484872,0.5685463447577245,0.9827614131912927,0.8312574532926995,0.019592635252852278,1.6472260749211676E-4,0.026989365603226963,0.05989665985349491,0.9856045799198792,0.029639535054591073,0.8941887611279553,0.9298859255137327,0.9581396789300322,1.5852971432374946E-4,0.9732735431136591,0.045173532588919166,0.9635406545421297,0.024692240194131264,0.9956257269797688,0.018305393488790345,0.9542586570499451,0.012871935009777418,0.9806202067228741,0.005241454761003959,0.9836595516023188,0.010870310743612758,0.9582520710566556,0.04681449153834419,0.9842872245402607,0.027824615753945417,0.9996979257888473,0.045817154354129884,0.9623493918499126,0.012465753946631205,1
0.032439252986431424,0.6291575215262538,0.9860526661593797,0.8618214743165061,0.013358878039463052,1.2603500169652805E-4,0.017696671627947098,0.0390635910066137,0.987025408574874,0.03591913907706472,0.8882312483653165,0.9441472236575386,0.9581396789300322,1.887967773137651E-4,0.017657871240758176,0.9698039768559713,0.021916187515003318,0.994472185144641,0.01569132200675027,0.9664188347198461,0.021014670834928726,0.9548901256428113,0.023953527356682564,0.9616030084044342,0.04729688530150422,0.9829243431706897,0.02981654653982294,0.9656883671291357,0.04326995030595216,0.9687763761314945,0.024071598258451603,0.9652829908279952,0.023000499327242036,0.9579959533453488,0
0.028365717389360338,0.6176205751589853,0.985267288245918,0.8255819089262832,0.00949823174296306,1.475436345215113E-4,0.023671778942600093,0.04166613769376243,0.984537225710761,0.01984296091656714,0.884249886177601,0.938034103104257,0.9507666170409975,1.7437987544386874E-4,0.9731201289822166,0.006450912291597939,0.9671100010287947,0.02589746008245061,0.9873986995404538,0.02341954734784281,0.998270209308484,6.838870310062258E-4,0.962386228126655,0.016971830516130573,0.960672787070171,0.011521900661115893,0.978694436372471,0.03772774050922383,0.979662904103739,0.005132807096763486,0.9808063761481434,0.024695250905959115,0.9901011232957123,0.02492388707471047,0
0.036857217609596316,0.6219258258765263,0.9854261973957233,0.8618214743165061,0.018105099873241524,1.4178937690859499E-4,0.013714704803813697,0.0729093932892374,0.9902240057664851,0.03742781149432037,0.8817700109463241,0.9433363806192616,0.9606349726026489,1.8663283687715308E-4,0.03311172455588495,0.9696687096460759,0.00959446432177665,0.9737081043177364,0.011938676277100794,0.9858951103049054,0.03695522547288252,0.9607450749180148,0.010660934100892847,0.9861930551677406,0.04654040952587849,0.996837312096328,0.038068379407099104,0.9876534151547497,0.03977811650694565,0.956831263253559,0.007654770152018944,0.9734585354514936,0.02995868162361385,0.9677172600108976,1
0.006795849630235414,0.4833980527885641,0.9725728919326103,0.813126628682479,0.010684787201407678,1.375155836329795E-4,0.017921007787053196,0.03450596046668029,0.979917799864155,0.0210969224062344,0.8743206982398691,0.9213243769625189,0.9445261707196754,7.060909541542662E-5,2.2583322454595612E-4,0.9836888701758659,0.029910304332750676,0.9703897004671301,0.009701962130312849,0.9959443083125964,0.04183407344752227,0.9669295853530073,0.03361627875966262,0.9913697064880637,0.03416812435928201,0.972944729171033,0.024057127340806117,0.9550722289983234,0.04696483095158413,0.959188086705191,0.007184982814169053,0.9810396335770816,0.033440631515553335,0.9975565750517267,0
0.048405525436414715,0.5743148179413594,0.9844849662776447,0.8924075791705308,0.02018301894437074,9.882797783739331E-5,0.012610280635906735,0.02343561553402994,0.9809851540732732,0.02536822873041296,0.8922029235404088,0.9437418021384001,0.9532619107136142,2.1112470818244477E-4,0.9919490931890791,0.024194731437433094,0.9583261889248336,0.03105370516986936,0.9826144576015868,0.03357259087912384,0.9753828685949641,0.012614763006474204,0.9571600559287099,0.002888518069200497,0.9818474396057943,0.028115533370167964,0.9538827250770539,0.013087932611678302,0.9813778396768792,0.02494574733404604,0.9562783313687387,0.01232142789097217,0.9560268035814344,0.013213546767058342,1
