@Relation EEG_Data_Training

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE Feature55 NUMERIC
@ATTRIBUTE Feature56 NUMERIC
@ATTRIBUTE Feature57 NUMERIC
@ATTRIBUTE Feature58 NUMERIC
@ATTRIBUTE Feature59 NUMERIC
@ATTRIBUTE Feature60 NUMERIC
@ATTRIBUTE Feature61 NUMERIC
@ATTRIBUTE Feature62 NUMERIC
@ATTRIBUTE Feature63 NUMERIC
@ATTRIBUTE Feature64 NUMERIC
@ATTRIBUTE Feature65 NUMERIC
@ATTRIBUTE Feature66 NUMERIC
@ATTRIBUTE Feature67 NUMERIC
@ATTRIBUTE Feature68 NUMERIC
@ATTRIBUTE Feature69 NUMERIC
@ATTRIBUTE Feature70 NUMERIC
@ATTRIBUTE Feature71 NUMERIC
@ATTRIBUTE Feature72 NUMERIC
@ATTRIBUTE Feature73 NUMERIC
@ATTRIBUTE Feature74 NUMERIC
@ATTRIBUTE Feature75 NUMERIC
@ATTRIBUTE Feature76 NUMERIC
@ATTRIBUTE Feature77 NUMERIC
@ATTRIBUTE Feature78 NUMERIC
@ATTRIBUTE Feature79 NUMERIC
@ATTRIBUTE Feature80 NUMERIC
@ATTRIBUTE Feature81 NUMERIC
@ATTRIBUTE Feature82 NUMERIC
@ATTRIBUTE Feature83 NUMERIC
@ATTRIBUTE Feature84 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
0.036174983192525746,0.6147222691203781,0.9800966289868625,0.8652223841703112,0.017213736260556396,1.7617525613918453E-4,0.019025431954960162,0.03450596046668029,0.9840070140419455,0.03491499022791718,0.9026358361344943,0.9482252871735767,0.9581396789300322,2.0897481930710847E-4,0.03478100162806694,0.9573693081504537,0.019505275712668867,0.9718643031144286,0.00952709443152316,0.9543289773154898,0.015831222535415333,0.984119406966995,0.04604413873261903,0.9865527093765073,0.0,0.9597579012773939,0.04567561207740002,0.9602662704127783,0.044588153262310574,0.979344206676108,0.04479041665038388,0.9959922493322,0.04438299988757031,0.9755794926824247,0.018687536687071554,0.9959114097489683,0.01651147373594599,0.960267443677512,0.013489936147445137,0.9702781994075267,0.023866550816098595,0.993855368191979,0.005441890459212242,0.9781446277212024,0.03641437095389265,0.9803889061977454,0.03130835778802516,0.954558704453441,0.007265403493796114,0.9886573390606987,0.017934242697575015,0.9822246914121424,0.006407056241091963,0.9944495211342227,0.03302675744564119,0.974006040453892,0.0383205629874608,0.9527189891941644,1.5526693052520318E-4,0.9931178370344964,0.024912554513483124,0.9537216535601843,0.03540053181303291,0.9865061306739595,0.006759871679595422,0.965780793570036,0.022790747295706217,0.9560895735360097,0.025734194030391334,0.9816578345480472,0.02746685461749485,0.997972993568446,0.009727187259785044,0.9655687182345182,0.0294428391642637,0.9614652979071394,0.008586226214476703,0.9524709324474646,2.4009031969164857E-4,0.9852142659030279,0.007003791655308179,0.9758307322071057,0.008463938498110177,0.9760854336731051,0
0.03804616011313142,0.5526760087793355,0.9854261973957233,0.8448390088776994,0.003860646296499992,1.3321385706798286E-4,0.016592247460040135,0.0794221076819555,0.9905809456481057,0.032152356320994266,0.897172361015586,0.9498549226916809,0.9541688880236964,1.988857983104374E-4,0.97835118427834,0.005822500902769028,0.9989968715347771,0.005971440357524302,0.9641278549602534,0.009738400756816977,0.9713725314619227,0.040202187666742675,0.9630132092278815,0.01902443766308813,0.9731874004223238,0.04474499773187332,0.963563543727844,0.02433568219878984,0.994763804429,0.01837330624210183,0.9546253025059266,0.012885389953091924,0.9807545357707042,0.0047506821064630484,0.9838910403500616,0.010440149937208446,0.9581617257657093,0.0470894489905593,0.9834475043570482,0.027792308520541813,0.999347387836453,0.04570885745483231,0.9623106459303937,0.01228447618757244,0.9705559171685042,0.017105279455466506,0.9747246465185417,0.04177566087163593,0.9684060699368919,0.013785680950158297,0.9735105834796186,0.001998328532072084,0.976486818136781,0.00843101064453205,1.0,0.03014510427881352,0.9825314241952016,0.012999967607262816,0.9957954096236923,0.01608029190126411,0.9769997646522999,0.012644143521936619,0.9760998535656346,0.005239884125829515,0.97291384092537,0.006441587444954454,0.9670731521453365,0.025962570690757455,0.9869075322427872,0.023541414428154245,0.9982703444071931,6.839241625261445E-4,0.9624705074387458,0.016947941525314696,0.9606615850260224,0.011399238145677868,0.9786935445146101,0.0381506864971121,0.9789311217076905,0.004756063504408875,0.9804993775890097,0.02429602802068169,0.9899617517981226,0.024878125491429107,1
0.0307402905788725,0.5685463447577245,0.9844849662776447,0.8448390088776994,0.012172322581018961,1.503928300385883E-4,0.01415906296512011,0.0553390293135615,0.9888031771114899,0.03290669252962209,0.9066075113095865,0.9518979291704763,0.9570048512225391,1.787077563170928E-4,0.985905644505964,0.016945373679552178,0.9623583902693682,0.02084954885520379,0.9645794843992517,0.03323746092778695,0.9896338309386608,0.008221853799832217,0.963366662061935,0.03298922501291381,0.9994444613848248,0.04375102446908688,0.9907370270267687,0.034733534192624566,0.9922119092253056,0.004215215182780259,0.9605720042739239,0.020798006317899204,0.9829040366024927,0.014659928353805512,0.9530920054582742,0.030717308905332457,0.9825141254776752,0.01759899074981019,0.9622697243982322,0.04324349046545066,0.9943951571413874,0.014362564719199259,0.9861385629332289,0.038156861698884104,0.9871734881269711,0.020176093006681783,0.9769236632493622,0.0025615622767324133,0.9995350751501476,0.006589010695951271,0.9597005784410005,0.027972787663537765,0.9863208158350044,0.04481737733441676,0.9916656824234481,0.024071304033003248,0.9583979470922854,0.03092934762932795,0.9818585356328079,0.03355435517829412,0.9757706207938744,0.01264985925019171,0.9574406664526209,0.0027023961245638147,0.9818844582958682,0.028070115264494745,0.9537383836344033,0.013480419005561947,0.9809097163854541,0.025026505881781326,0.9559147363608655,0.012286821410064817,0.9560190543139392,0.013225872523662108,0.9848265297081632,0.030445596190537876,0.96588089802856,0.016825274675037444,0.9812424674044045,0.006907252949188125,0.9929771452209698,0.01705258643284313,0.9692290549189319,0.026629877958703068,0
0.04279861830971441,0.7013056446620517,0.9887143944186216,0.8640961088291155,0.026711968003519458,1.6759973629857492E-4,0.03230009275437362,0.06249920654064364,0.9920017743031009,0.0303938712632189,0.9259815365539414,0.9584164712428955,0.9635859670700873,2.1689989986716873E-4,0.02848212508014081,0.9640921957907636,0.013885660502459735,0.9533135873132613,0.041385073170638706,0.9919373815686803,0.0354318744933372,0.9784453845567503,0.020105845309604492,0.9832695119138608,0.017613337500666952,0.9987296583324125,0.012693597849976672,0.9938017021252255,0.03458441924618577,0.9906270311275962,0.04190904472464937,0.9927875730197502,0.0018226928595792948,0.9731665083105964,0.02157104522896561,0.9685032767797425,0.04103436977319195,0.9669268560408274,0.04245084801643546,0.9567126790973596,0.002716200406238838,0.9792488856959378,0.03629768560104147,0.9649035383255076,0.02007793685570838,0.9810234584239663,0.04747132131559857,0.9986492021909982,0.0027476296454376527,0.9824093034773747,0.027845747796675733,0.9788331552911875,0.02677339694976474,0.9784488960502513,0.031458953247812366,0.9621680846806852,0.04318135923217905,1.0,0.011655497925805152,0.9862947402516977,0.011827412957081928,0.9943309501921913,0.03363226777005321,0.9936095719156702,0.016080055473429195,0.9897283309800246,0.028773723295218896,0.9628059694099645,0.01481633952173778,0.9944359081586681,0.0011496113989640493,0.992160590727589,0.02144705722104593,0.965130491528411,0.017333215199954993,0.9798743959604006,0.021883824891290732,0.958650168386084,0.008174503741883785,0.9546439290612632,0.0315513760715857,0.9919397650646912,0.034060519017432574,0.9803695073077053,1
0.02853462008484872,0.5685463447577245,0.9827614131912927,0.8312574532926995,0.019592635252852278,1.6472260749211676E-4,0.026989365603226963,0.05989665985349491,0.9856045799198792,0.029639535054591073,0.8941887611279553,0.9298859255137327,0.9581396789300322,1.5852971432374946E-4,0.9880186070261241,0.043424366084861235,0.9968658189453148,0.034314822947936426,0.9805389635199654,0.030575644090128362,0.9832561887896386,3.125238204131171E-4,0.9579105316559408,0.02568804191818803,0.9895105161649342,0.03929768117378416,0.9670560932413538,0.035035680959701825,0.9943208662917405,0.017526069909863516,0.9828423499718351,0.026400474032976292,0.996786229474458,0.04120942741176947,0.9620455567668114,0.011734092039492492,0.9883938674662528,0.01133214926840798,0.9598713229513771,0.020075293068407316,0.9544676780726129,0.026786173673268607,0.9704968189754607,0.002027562656259677,0.9901859410603722,0.04251690471902941,0.9866067685506309,0.013859490354846371,0.9577671031370998,0.037921575724095935,0.988698826830595,0.02465939314469438,0.953903493060372,0.019584376331042846,0.9675037813989469,0.040797835345229974,0.9842783770293799,0.04442759175242809,0.9727844694967162,0.022340354587632553,0.9718973884027898,0.0029750365568453436,0.9881185232327606,0.025759983375735904,0.9698906152369052,0.0035147191368785882,0.9887751330714455,0.03096629037957972,0.9681031311762545,0.04089002607245245,0.9768544270039627,0.037510096930533025,0.9752905439966625,2.2864002057782705E-4,0.9586857090050979,0.001805093698174981,0.9540572110199435,0.02141303354006953,0.9736434182382898,0.012288562477423019,0.9854414924138296,0.044742548071195154,0.9866226532975738,0.017583286870910347,1
0.032439252986431424,0.6291575215262538,0.9860526661593797,0.8618214743165061,0.013358878039463052,1.2603500169652805E-4,0.017696671627947098,0.0390635910066137,0.987025408574874,0.03591913907706472,0.8882312483653165,0.9441472236575386,0.9581396789300322,1.887967773137651E-4,0.03702352361745284,0.9539125853104523,0.013695132778770835,0.9892155863358052,0.03685543951452698,0.9790350961598002,0.04600666246888602,0.9987422821861425,0.04741412572822241,0.9898683099490887,0.011100290442829916,0.9675857980947734,0.02097625618889112,0.9883582945959574,0.0060268163321290855,0.9842360672985844,0.010823969430578976,0.9835574574456327,0.03099625933498879,0.9605116822942025,0.027027413342277835,0.9952587217224107,0.02643836033969688,0.9543865031843977,0.011405032545650194,0.9706317014118164,0.04357829631069293,0.9713701509431807,0.034389737659539454,0.9722972818464543,0.03672219199074432,0.9547419439974311,0.011413354167460478,0.9865920457251728,0.00816857717752514,0.9794852990199341,0.021106000527673502,0.9741284590761953,0.039273111133129784,0.9749385159401182,0.02859671046866501,0.9740412923141416,0.030353543628099052,0.9756654325668963,0.014364572468220222,0.9744186268065195,0.003105255685743184,0.9905652378933727,0.04464485617134644,0.9688743066471317,0.012684403432037432,0.9802788909150841,0.010762879448891783,0.9773322829935441,0.014271256796857692,0.9719880697335695,0.017696586406583722,0.9684785259243458,0.040789033767970696,0.9590820103173809,0.03819423604382738,0.9548631319852123,0.01830527788046376,0.957138693750667,0.012366556942849952,0.9850369857804181,8.721379102622166E-4,0.9724911244013444,0.031879533402413715,0.9602977407349162,0
0.028365717389360338,0.6176205751589853,0.985267288245918,0.8255819089262832,0.00949823174296306,1.475436345215113E-4,0.023671778942600093,0.04166613769376243,0.984537225710761,0.01984296091656714,0.884249886177601,0.938034103104257,0.9507666170409975,1.7437987544386874E-4,0.9561526934556273,0.023080389767414538,0.9816255063274262,0.046962691835379204,0.9609473927927944,0.046574173136227776,0.9539933375311139,0.007229018980105184,0.9863811098037908,0.04398436264035792,0.9658396160970886,0.021381384586648317,0.9579722253713805,0.04045621302395553,0.9853011217289251,0.004563068120088375,0.9694324850617596,0.00974549306669572,0.9634022710772085,0.01818219937998135,0.960660024242055,0.015639739077241834,0.980773919967691,0.039558186246298276,0.990946677732791,0.018360189004468064,0.9769870849481914,0.0323991409520796,0.9690851470586826,0.02285962558692621,0.955234434786255,0.003248983620739619,0.9815303555775761,0.04623386520600153,0.9849785448614373,0.03144495347308855,0.9802027067571778,0.0417285684744379,0.9700854782283947,0.008698767650760926,0.9974768448845392,0.02609304585600065,0.9852004328328067,0.031141805876042428,0.9631703030562822,0.014796078767612622,0.9739955083843805,2.0957670269100787E-5,0.9863969428848814,0.004728001685303861,0.9539124769495706,0.046772727532569634,0.9837809055335621,0.0285801647712609,0.9677819897806526,0.02526370137373359,0.9912869551965863,0.008943403846740142,0.9599024995213565,0.02207233598651054,0.9740354266758506,0.009409348575499786,0.9677721162970613,0.042442245858921084,0.9786567327708995,0.006963486966575108,0.9773749316110436,0.03513355095427563,0.9673956936486647,0.025738752519692792,0
0.036857217609596316,0.6219258258765263,0.9854261973957233,0.8618214743165061,0.018105099873241524,1.4178937690859499E-4,0.013714704803813697,0.0729093932892374,0.9902240057664851,0.03742781149432037,0.8817700109463241,0.9433363806192616,0.9606349726026489,1.8663283687715308E-4,0.03312530782281975,0.9880081825622241,0.004491691085970058,0.9943458043200537,0.04530872302252515,0.9700445573276653,0.0061604498547765596,0.9850121960515287,0.0010689328296708345,0.974322441440909,0.0037448829462031225,0.965563543767226,0.0022626309586981715,0.9724484086778077,0.02220787039153812,0.9622546207259359,0.03871313335614538,0.999279805204455,0.04590842135551942,0.970014952497944,0.01643866683946095,0.9939028457197964,0.012956768227866537,0.9551421068478841,1.4293214820660572E-5,0.9872958430641672,0.037563784502699905,0.9798310488273847,0.004699857785008406,0.9543541145801572,0.03872064621451612,0.9697577744557476,0.035498685163306364,0.9571821862348175,0.017893890430169958,0.9631689731696398,0.005051953012265168,0.9744772374465998,0.03624059663269916,0.9969022134261565,0.009873546971261356,0.9639011423508226,0.04498260667461731,0.9828261329359825,0.0012297521920734925,0.9750874084235993,0.03557371004210536,0.9958198974026778,0.03027199445130928,0.9767612997810441,0.044694019842419094,0.9572802990893546,0.004317915969716823,0.9593749017687808,0.04551345458565135,0.9783209035909876,0.03897630295641575,0.9767170497149996,0.010197734704588292,0.985794786054864,0.03946607523762427,0.9837512990483013,0.011969458492284691,0.9917635585084497,0.03024661658433397,0.9668495701910146,0.03347579841127892,0.9602287402606692,0.0381653434719004,0.9700410298932077,1
0.006795849630235414,0.4833980527885641,0.9725728919326103,0.813126628682479,0.010684787201407678,1.375155836329795E-4,0.017921007787053196,0.03450596046668029,0.979917799864155,0.0210969224062344,0.8743206982398691,0.9213243769625189,0.9445261707196754,7.060909541542662E-5,0.021944135100041687,0.9748301413273707,0.005671057695605264,0.9954880756966761,0.023955416361371988,0.9554712530450368,0.03536995563752139,0.9797450262977363,0.002654230716099307,0.9703635438328307,0.026381890394041867,0.9969913963656609,0.01729983813852646,0.9795102553569094,0.04184384192157031,0.9974239822204267,0.04158688008326704,0.9859228591352327,0.0026211333281249256,0.9591069670635258,0.003182722580940396,0.9908204431418209,0.01087938004107154,0.9841675782187954,0.010086245258226018,0.9663029693215527,0.03048699158177946,0.9861986367283007,0.013872867608606669,0.9971158683456308,0.04189225120102629,0.954903916787908,0.025803193719272737,0.9575984758275776,0.033230694186152966,0.9993294791081304,0.008640897007403307,0.9975585514071683,0.016295359100020838,0.9976864270066769,0.0018259299193427764,0.970318886422317,0.011842892359510308,0.9912977864327784,0.03786036454389115,0.9654177027065648,0.03371570188402048,0.9755452566600139,0.022163322430943787,0.9871324002520332,0.038254187177103736,0.9956973511460704,0.0037568631335895956,0.9727476831720511,0.022639038977226664,0.9999161718743305,0.045757772020725736,0.9955478251592648,0.011308379078355527,0.9955529515997651,0.021336412422677593,0.9879206368408673,0.02270509952476604,0.9785974429696908,0.002862981788386732,0.9743105852436216,0.004515100853455691,0.9872610736495985,0.04252064793368254,0.9876614867022164,0
0.048405525436414715,0.5743148179413594,0.9844849662776447,0.8924075791705308,0.02018301894437074,9.882797783739331E-5,0.012610280635906735,0.02343561553402994,0.9809851540732732,0.02536822873041296,0.8922029235404088,0.9437418021384001,0.9532619107136142,2.1112470818244477E-4,0.993783050763496,0.023463411427194162,0.9906650941778539,0.029610455927283032,0.969099590008127,0.007868269599936754,0.9587715680045261,0.01567002058083688,0.9951383563014161,0.023728606799697446,0.9731854946294755,0.0073285276997381715,0.9586438695085939,0.02844754703529208,0.9842723621843228,0.04718601269043774,0.9774713506990882,0.011620285867796495,0.978945182012032,0.017111032541934107,0.9963541626962044,0.024277136100222228,0.9705689052802423,0.009460767685699449,0.9605793135254788,0.016343988893748582,0.9588073107805812,0.00534522940657485,0.9752481141987328,0.03745369382279426,0.9944115710213659,0.03787114397570793,0.9722998208773206,0.027662776851631547,0.9777255266607724,0.02479022411017857,0.982551522015143,0.020235816108033745,0.9601428702087604,0.014465548439719941,0.9641510044995792,0.012567764555683465,0.9930817238633368,0.01434045528944829,0.9548144655436013,5.430278087400454E-4,0.9952063389521406,0.0076266867352235155,0.9540060803131049,0.03385954594025768,0.9816368090586277,0.03931931256705003,0.9662149032398183,0.018253622767353234,0.9566182762807067,0.031344098261804766,0.9891763181956724,0.010820861401530282,0.9696068261765349,0.01130720168431495,0.9811672530464597,0.024265412594886213,0.9700310979165159,0.014557586516922284,0.9825696333382558,0.02199321951186992,0.9946365901409333,0.0160699563963877,0.9836892752651467,0.0014067391956993987,1
