@Relation EEG_Data_Training

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE Feature55 NUMERIC
@ATTRIBUTE Feature56 NUMERIC
@ATTRIBUTE Feature57 NUMERIC
@ATTRIBUTE Feature58 NUMERIC
@ATTRIBUTE Feature59 NUMERIC
@ATTRIBUTE Feature60 NUMERIC
@ATTRIBUTE Feature61 NUMERIC
@ATTRIBUTE Feature62 NUMERIC
@ATTRIBUTE Feature63 NUMERIC
@ATTRIBUTE Feature64 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
0.036174983192525746,0.6147222691203781,0.9800966289868625,0.8652223841703112,0.017213736260556396,1.7617525613918453E-4,0.019025431954960162,0.03450596046668029,0.9840070140419455,0.03491499022791718,0.9026358361344943,0.9482252871735767,0.9581396789300322,2.0897481930710847E-4,0.03477921286242207,0.9572962281193194,0.01933086918416332,0.9719003777035816,0.009606618316021765,0.9542798349989042,0.015509378129099688,0.9838893023176046,0.045988705731726684,0.9862435525582591,1.2288382620217103E-4,0.9598480841350849,0.045835488286105376,0.9600643907643074,0.044731924652798356,0.979030008042292,0.04465237813437164,0.9958840994407672,0.044358230968062795,0.9756046659888072,0.018782446977268358,0.9959116551651208,0.016401916084062863,0.9600192512961269,0.013844312472841012,0.970464492877229,0.02400939572639245,0.9936707594612332,0.005467145692765252,0.97811330245905,0.03667316741344267,0.9804856717404744,0.031071195770261288,0.9545428129647396,0.007240859831856698,0.9888038196379455,0.017977035798817792,0.9822289036108074,0.006642384932494574,0.994396350101412,0.03306787445849897,0.9739794664008649,0.0381982678803444,0.9528080982057975,1.8676378383461058E-4,0.9931218377839749,0.02473356851007014,0.9535518396942643,0.03526223287740458,0.9864382876337042,0
0.03804616011313142,0.5526760087793355,0.9854261973957233,0.8448390088776994,0.003860646296499992,1.3321385706798286E-4,0.016592247460040135,0.0794221076819555,0.9905809456481057,0.032152356320994266,0.897172361015586,0.9498549226916809,0.9541688880236964,1.988857983104374E-4,0.9592248637939572,0.012827328889549669,0.9753781960903865,0.0034903049730175425,0.978310801348585,0.028976173918014048,0.9798737260902247,0.04515054469365547,0.9622743242110399,0.012915362890359142,0.9821094485278709,0.008585057159059214,0.9612022779160436,0.0,0.9528956175723781,0.03231877208295368,0.9601438192139492,0.023122769283818154,0.9609524090812521,0.022682895916736,0.978351691172898,0.005629929999838132,0.9999218002721729,0.005596218359256156,0.9644667728877128,0.009768615974559998,0.9712041560658342,0.040150286120920434,0.9627719762112488,0.019077144106559477,0.9732694500787428,0.04523459970523202,0.9637245409460499,0.024633996000560595,0.99504126403935,0.01834657003257019,0.9542668552569548,0.012760054949975544,0.9809264850331972,0.005210194031855683,0.9838914511698892,0.01050598340769323,0.9581067848338564,0.047181422749434654,0.9839106811732575,0.027796539769972053,0.9993474369514546,0.04569753685008674,0.963272043782883,0.012579269600019077,1
0.0307402905788725,0.5685463447577245,0.9844849662776447,0.8448390088776994,0.012172322581018961,1.503928300385883E-4,0.01415906296512011,0.0553390293135615,0.9888031771114899,0.03290669252962209,0.9066075113095865,0.9518979291704763,0.9570048512225391,1.787077563170928E-4,0.9703032727549816,0.01701386109936008,0.9745027245360673,0.04173886536510534,0.9682631016878265,0.01374024712057824,0.973496198158768,0.0021057867209661437,0.9765264790385396,0.008604209232879788,1.0,0.0298704331127028,0.9824279674294965,0.013175341004343408,0.9957017655809808,0.015995967419186206,0.9766593956581688,0.012622031546029987,0.9758820340494542,0.005013431727847148,0.9730344122553705,0.006118702057701808,0.9681774790505785,0.025413616956389308,0.9869513924359432,0.02350719138234837,0.9982511604160255,6.030116286932659E-4,0.962386228126655,0.01681254305076149,0.9609145378864596,0.011539205383945936,0.9787722093674837,0.03798991470465805,0.9791073703548779,0.005132733752297366,0.9804361388519804,0.024548387035311668,0.9903022323253206,0.024925857862400723,0.9859788553860453,0.016760021421724173,0.9621456032127659,0.021015247962778382,0.9649684502608021,0.033196182905766335,0.9895161221178861,0.008173984610314149,0.9641436580525624,0.03327822378921812,0
0.04279861830971441,0.7013056446620517,0.9887143944186216,0.8640961088291155,0.026711968003519458,1.6759973629857492E-4,0.03230009275437362,0.06249920654064364,0.9920017743031009,0.0303938712632189,0.9259815365539414,0.9584164712428955,0.9635859670700873,2.1689989986716873E-4,0.04679106183563837,0.9967652988501801,0.03807586785047447,0.9876905783675398,0.03954870614551081,0.9568472596671393,0.007429334151405059,0.9733394061300313,0.03025808393729464,0.9676711102220821,2.4862541580454367E-4,0.9837543423253418,0.029999799982284425,0.9702230816124366,0.009879367522376958,0.9960141102213346,0.04146761923548621,0.9669880199765493,0.033399676635946805,0.9909070204244221,0.03432174444096151,0.9727307113681909,0.024125569689785274,0.9550529887160726,0.046865589717395954,0.9595351926516674,0.007185863737201482,0.9809113001330813,0.03378486495959645,0.9975486670102794,0.03921884333708385,0.9769616029892184,0.005520655045305128,0.9836964236548102,0.029167353527191704,0.9862355475154153,0.022913719943422724,0.9651723093279679,0.004736938881864967,0.9555356763487289,0.029361803075181755,0.9806804256138254,0.0011868791745570585,0.9661041007360098,0.02812605411957101,0.9775716657822865,0.0032932999398878737,0.9647721362476829,0.003318618882369284,0.9662300783762534,1
0.02853462008484872,0.5685463447577245,0.9827614131912927,0.8312574532926995,0.019592635252852278,1.6472260749211676E-4,0.026989365603226963,0.05989665985349491,0.9856045799198792,0.029639535054591073,0.8941887611279553,0.9298859255137327,0.9581396789300322,1.5852971432374946E-4,0.9848430296795828,0.03032806253310936,0.9657699195976072,0.016729458497854188,0.9811411526989317,0.007273576008154563,0.99285648275619,0.017129288634754502,0.9693665835981616,0.026699433720537215,0.9809320500070493,0.011034390740184773,0.9663170166500457,7.953592928446588E-4,0.9941236192410039,0.039095642297122674,0.9879318412042241,0.025670798442796818,0.9726321967318704,0.030035802058547122,0.9705105864441302,0.04583881574246181,0.9664227534505623,0.04052779048490403,0.9875469799425185,0.03762217917038712,0.9946467982233468,0.040055976245343065,0.9544902981975564,0.020501451459700903,0.9744936991662722,0.016120780573130215,0.9937093312697987,0.014075208141404056,0.9956139389648591,0.003914328691200882,0.9554174465065556,0.026409903189728128,0.9890932268061958,0.012283825534237592,0.973055241423398,0.028034061303485097,0.9999876168304421,0.04604301743141454,0.9557731925363095,0.02990381052092065,0.9803897659061052,0.026197520656433507,0.9804640153953401,0.02583700597946497,1
0.032439252986431424,0.6291575215262538,0.9860526661593797,0.8618214743165061,0.013358878039463052,1.2603500169652805E-4,0.017696671627947098,0.0390635910066137,0.987025408574874,0.03591913907706472,0.8882312483653165,0.9441472236575386,0.9581396789300322,1.887967773137651E-4,0.03149979045224209,0.9621192199368116,0.04301337499523687,1.0,0.011452872411266853,0.9863264392344406,0.011496508746473745,0.9942343369011019,0.0335617717216517,0.9930684345635266,0.015916789550492718,0.9896298837757864,0.02886446132847984,0.962770517412177,0.01499572367105253,0.9945047510510249,6.870769497595265E-4,0.9921663582043212,0.021202544610234235,0.9650165192623086,0.017446696208163606,0.9798460129824724,0.021948374828461143,0.9586716605672463,0.008278189871391119,0.9548857850485186,0.03208872979571162,0.9917578884495171,0.034022981061197735,0.9799310806729594,0.035378416822039925,0.9963254033053269,0.043898403936980725,0.9870737495558037,0.027878120292226263,0.9831852480583151,0.030636396973030614,0.9529047844966376,0.005247598423433757,0.9785399834043557,0.03686254857668757,0.9923375408089558,0.014444491013629313,0.9880767523344457,0.0419027418066922,0.9701257217545225,0.02984261322445218,0.9788720453727118,0.04407945994245818,0.994678990875956,0
0.028365717389360338,0.6176205751589853,0.985267288245918,0.8255819089262832,0.00949823174296306,1.475436345215113E-4,0.023671778942600093,0.04166613769376243,0.984537225710761,0.01984296091656714,0.884249886177601,0.938034103104257,0.9507666170409975,1.7437987544386874E-4,0.9618280184402026,0.011919325886374585,0.9883778531417904,0.01139493124651707,0.9598806508188582,0.020100220064971714,0.9543921960551558,0.02657388500498827,0.9705478329789582,0.002237494463415831,0.9898844701516142,0.042233372884828764,0.9863502195908779,0.013860207269679127,0.95763862829844,0.03775208394476368,0.9887847314539251,0.02506498665023214,0.9539020437484697,0.01935331400130191,0.9676923619255773,0.04059285287579953,0.9852946365476918,0.04407403171698699,0.9730918329229338,0.022445613175767504,0.9714918192218044,0.0028607328925221373,0.9878294098149549,0.025778534020938746,0.9700921187893179,0.003580278552911822,0.9890072922583131,0.03084370269242898,0.9680159624797874,0.04080942487280134,0.9768595907209776,0.037400850924375194,0.9755102546342831,2.1721050269947443E-4,0.9589292978757252,0.0015599360397637616,0.9539136531112241,0.021355340597534106,0.9739998132362161,0.012633145311179655,0.9854006880015092,0.04501264057519848,0.9877010839868057,0.017747814279248156,0
0.036857217609596316,0.6219258258765263,0.9854261973957233,0.8618214743165061,0.018105099873241524,1.4178937690859499E-4,0.013714704803813697,0.0729093932892374,0.9902240057664851,0.03742781149432037,0.8817700109463241,0.9433363806192616,0.9606349726026489,1.8663283687715308E-4,0.03702137387129953,0.9538395283338856,0.013520748390047074,0.9892499749944036,0.03693079786185112,0.978985224209052,0.04568878540199686,0.9985126094699424,0.0473585739652636,0.9895574066400904,0.011219579108606248,0.9676764211138271,0.02114187256585594,0.9881381924864746,0.006176390473596407,0.9839211321718384,0.010693051946257436,0.9834506696792152,0.030972064356497214,0.9605376884086904,0.027120885444603872,0.9952590063159262,0.026340910759805373,0.9541371225983535,0.011759279729822153,0.9708180346318444,0.043717179491331686,0.9711897619485369,0.034412539003417536,0.9722664969565556,0.03698089695061922,0.9548406642664765,0.011171869341638259,0.9865792976114831,0.008144180679415459,0.9796300583100649,0.021148781544820895,0.9741350237500503,0.03950847113677963,0.9748893226747757,0.02863678499736572,0.9740147245764729,0.030231127097042215,0.9757524430463922,0.014400821760649139,0.9744231441584683,0.0029303415143464052,0.9903933533626597,0.044515267077297936,0.9688124449103078,1
0.006795849630235414,0.4833980527885641,0.9725728919326103,0.813126628682479,0.010684787201407678,1.375155836329795E-4,0.017921007787053196,0.03450596046668029,0.979917799864155,0.0210969224062344,0.8743206982398691,0.9213243769625189,0.9445261707196754,7.060909541542662E-5,0.012659542042899872,0.980109684476102,0.010714285714285567,0.9773282591818168,0.014191768450394484,0.9719679143366134,0.01737766798174225,0.9684913324484589,0.0407188093006243,0.9589602175579972,0.03827212004130392,0.9550275669158886,0.018453062985578958,0.9571944296273723,0.012606122483966458,0.9850198008103273,0.0010634921996277638,0.9723193542579716,0.0316246995258155,0.9598401343268078,0.00340416369330311,0.9756595326272026,0.028876679982872102,0.9996368938700829,0.008345848612137989,0.9995568816283121,0.0012992468368959737,0.9598087510038281,0.03366961676642134,0.9967426710097721,0.01319997751573662,0.9745865006921426,0.005144225087960854,0.9934482735624458,0.03270536018013087,0.9571652982234529,0.01658737302301656,0.9622895314962057,0.010852467981360999,0.9713148761566692,0.007947570046178312,0.9686297529450105,0.028168853089886682,0.9922921862526362,0.03853337068609038,0.9710202639042239,0.02434203068094253,0.9849589538518986,0.016428117093843363,0.9760583176501417,0
0.048405525436414715,0.5743148179413594,0.9844849662776447,0.8924075791705308,0.02018301894437074,9.882797783739331E-5,0.012610280635906735,0.02343561553402994,0.9809851540732732,0.02536822873041296,0.8922029235404088,0.9437418021384001,0.9532619107136142,2.1112470818244477E-4,0.9549900941059929,0.003157525658468772,0.9813073962580503,0.04619700599658028,0.984834613548914,0.031403557240709104,0.9801900301346296,0.04183178670762634,0.9701258221114645,0.008871870341530147,0.9974765949177541,0.025817119602769504,0.9850967752381878,0.03131334298559762,0.9630816616919025,0.014711487519200352,0.9736547443092203,0.0,0.9861793784436038,0.00450170147925316,0.9540280698210833,0.046450495393823295,0.9849045915637746,0.028032555657212774,0.9678258864247978,0.025230111846888885,0.9912672324042062,0.008863223054287323,0.9598183840869868,0.021937191380225565,0.9742888637158293,0.009548997321936101,0.9678481167066283,0.04228278649869915,0.9788329437682773,0.0073390090623045795,0.977313921868378,0.03538119163708639,0.9677284129635112,0.02578612577440784,0.9858416640546319,0.0350351914709521,0.9569180005562901,0.04182377295148945,0.9985049368528773,0.017313534641835406,0.958638934483623,0.0321415439600533,0.9545396894421198,0.021580389260786037,1
