@Relation EEG_Data_Training

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE Feature55 NUMERIC
@ATTRIBUTE Feature56 NUMERIC
@ATTRIBUTE Feature57 NUMERIC
@ATTRIBUTE Feature58 NUMERIC
@ATTRIBUTE Feature59 NUMERIC
@ATTRIBUTE Feature60 NUMERIC
@ATTRIBUTE Feature61 NUMERIC
@ATTRIBUTE Feature62 NUMERIC
@ATTRIBUTE Feature63 NUMERIC
@ATTRIBUTE Feature64 NUMERIC
@ATTRIBUTE Feature65 NUMERIC
@ATTRIBUTE Feature66 NUMERIC
@ATTRIBUTE Feature67 NUMERIC
@ATTRIBUTE Feature68 NUMERIC
@ATTRIBUTE Feature69 NUMERIC
@ATTRIBUTE Feature70 NUMERIC
@ATTRIBUTE Feature71 NUMERIC
@ATTRIBUTE Feature72 NUMERIC
@ATTRIBUTE Feature73 NUMERIC
@ATTRIBUTE Feature74 NUMERIC
@ATTRIBUTE Feature75 NUMERIC
@ATTRIBUTE Feature76 NUMERIC
@ATTRIBUTE Feature77 NUMERIC
@ATTRIBUTE Feature78 NUMERIC
@ATTRIBUTE Feature79 NUMERIC
@ATTRIBUTE Feature80 NUMERIC
@ATTRIBUTE Feature81 NUMERIC
@ATTRIBUTE Feature82 NUMERIC
@ATTRIBUTE Feature83 NUMERIC
@ATTRIBUTE Feature84 NUMERIC
@ATTRIBUTE Feature85 NUMERIC
@ATTRIBUTE Feature86 NUMERIC
@ATTRIBUTE Feature87 NUMERIC
@ATTRIBUTE Feature88 NUMERIC
@ATTRIBUTE Feature89 NUMERIC
@ATTRIBUTE Feature90 NUMERIC
@ATTRIBUTE Feature91 NUMERIC
@ATTRIBUTE Feature92 NUMERIC
@ATTRIBUTE Feature93 NUMERIC
@ATTRIBUTE Feature94 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
0.036174983192525746,0.6147222691203781,0.9800966289868625,0.8652223841703112,0.017213736260556396,1.7617525613918453E-4,0.019025431954960162,0.03450596046668029,0.9840070140419455,0.03491499022791718,0.9026358361344943,0.9482252871735767,0.9581396789300322,2.0897481930710847E-4,0.03464629191218127,0.9573767618379894,0.019404795134558617,0.9722475553891037,0.009675784049154581,0.9542112993467736,0.01575142898236245,0.983983060619084,0.0459262406267144,0.9863665815451462,2.2201534669189944E-4,0.9598460176265783,0.045708901006447596,0.9600622604269073,0.04459347687710329,0.9790216453021177,0.044981515359402646,0.9958519345415264,0.04442693756394379,0.9756579555426821,0.018262009774705056,0.9960302675424352,0.016480632898974414,0.9599721489061965,0.01376053262398081,0.9700787146482043,0.023947770417785307,0.9935716768979461,0.005467145692765252,0.9782609938212442,0.03666296795454866,0.9801920030784498,0.03128274595426705,0.9548221250443207,0.007241508452238503,0.9886604340007925,0.017733601516102947,0.9822163963910748,0.006643730318841818,0.9944725274515888,0.03309423370171342,0.9742680272471883,0.03796026861460893,0.9528080982057975,2.572820344723971E-5,0.9930998984858671,0.024836864017312305,0.9535331607856894,0.03540191388471346,0.9860414735524411,0.006663148549633925,0.9655174714019438,0.022905955548442235,0.955967947942552,0.02577291105378071,0.9816773281350332,0.02741976208511369,0.9980306558382909,0.009638225880375691,0.9654855438029636,0.029181833262465776,0.9614781611472635,0.008707695003981688,0.9524390592404194,3.2482408537243273E-4,0.9852625879082486,0.007076269853450986,0.9756689629942259,0.008410872102717805,0.9756705718249311,0.025723978085605743,0.9584972706227548,0.0462480055249936,0.9587294931600191,0.011604470716880628,0.9623175645866866,0.018582324929198236,0.9929018610102631,0.010132430639738404,0.9720117634618188,0
0.03804616011313142,0.5526760087793355,0.9854261973957233,0.8448390088776994,0.003860646296499992,1.3321385706798286E-4,0.016592247460040135,0.0794221076819555,0.9905809456481057,0.032152356320994266,0.897172361015586,0.9498549226916809,0.9541688880236964,1.988857983104374E-4,0.9730942729346989,0.04522955810683628,0.9636406592809877,0.024676251656979935,0.9950820640656207,0.018426161052934185,0.9542268445802496,0.012581607011317988,0.9806171127232823,0.005027251591264523,0.9840006022047171,0.010373509236940918,0.9583119349272489,0.04712683752086141,0.983794152287514,0.027771690559263706,0.9995664684808294,0.045809691900175725,0.9622518209166796,0.012251536682670833,0.9708170222910956,0.016887085600810536,0.9744689727297584,0.04171853821762522,0.968392600581557,0.01350374039888062,0.9738890207143929,0.0023669259014083713,0.9764179337618153,0.008687981435155784,1.0,0.03025015263663719,0.9824872255055499,0.012912185320884078,0.9960681058199855,0.016198835756301065,0.9767058301168231,0.012529876701745728,0.9758996896735003,0.005463642720636538,0.9728805584473351,0.006370573952023857,0.9680054478293088,0.025947067486953666,0.9868595583134496,0.02287070530876038,0.9982369598367834,1.9916673972607683E-4,0.9625062630858011,0.016889893215176623,0.9606802793664339,0.011016112493948712,0.978737328848358,0.038075390721361894,0.9789743042562031,0.005054431607490552,0.9807333723982521,0.024498184049360067,0.9903398582327982,0.02494970432238006,0.9861617723609167,0.01707065242239056,0.9621507682812065,0.020883224263900196,0.964519874756977,0.032706587362947966,0.9897692943463244,0.008111298369833025,0.9635055623049619,0.032986455173254964,0.9994446143308551,0.04405586411226161,0.9907256316829789,0.034760731694532934,0.9922598761351576,0.003932419929469856,0.9601575977770179,0.020553062138494196,0.9831535951449726,0.015265444783274637,1
0.0307402905788725,0.5685463447577245,0.9844849662776447,0.8448390088776994,0.012172322581018961,1.503928300385883E-4,0.01415906296512011,0.0553390293135615,0.9888031771114899,0.03290669252962209,0.9066075113095865,0.9518979291704763,0.9570048512225391,1.787077563170928E-4,0.9529335549913548,0.031158669252664275,0.9825996080743921,0.017629025233739968,0.962591859915535,0.04334838922300538,0.9943288378689615,0.014151091730521197,0.9860781945375848,0.03815889773983307,0.9872498396820508,0.019835857611100058,0.976875429357629,0.002510040160642346,0.9997370015894245,0.006495115086541201,0.9599731305739767,0.02839638932570848,0.9862500071445861,0.04474793258891583,0.9922422219573248,0.023866039157990092,0.958293131053559,0.03104577809231442,0.9818901748863373,0.03337154247742005,0.9757301306406626,0.012580425475171172,0.9571600559287099,0.002967441027468344,0.9818156707923978,0.028058471500049136,0.9538003406531849,0.01320098669035528,0.9809094435026073,0.025003047758373677,0.9559994778630112,0.012206936824767343,0.9560199340484752,0.013284225648920664,0.984841572285651,0.030458681324545718,0.966665426789548,0.016766471629415164,0.9814594942788095,0.006683728666542483,0.9928659260818506,0.016942514189439015,0.9693799402172977,0.02662999520806795,0.9809697810257915,0.010974182654006471,0.9665027192784406,7.791092057755147E-4,0.9942639005857092,0.03915969717237669,0.9881852439413649,0.025497623829540458,0.9729043409654619,0.030432695238676158,0.9707552440352136,0.0461484828626726,0.9653254289077944,0.04092151763686056,0.987139442883828,0.03705659780182913,0.994956143904809,0.03999344541545898,0.954866957288168,0.020449677576718627,0.9744189170265242,0.015937086187350374,0.9935271843966563,0.013802896092324188,0.9953841200776484,0.003652281461027007,0.9553650783368788,0.02629141533975577,0.9891728231284739,0.012433182717580628,0
0.04279861830971441,0.7013056446620517,0.9887143944186216,0.8640961088291155,0.026711968003519458,1.6759973629857492E-4,0.03230009275437362,0.06249920654064364,0.9920017743031009,0.0303938712632189,0.9259815365539414,0.9584164712428955,0.9635859670700873,2.1689989986716873E-4,0.02020454144893856,0.9810108253727531,0.04746548739674289,0.9989564958845919,0.002728163259082915,0.9825120539192624,0.027829080279233444,0.9789296438213094,0.02685293848686179,0.9783950146739337,0.031470913607444695,0.9621801525146042,0.043021038881102404,0.9999666598081131,0.011557636673413056,0.9864028476749263,0.011693917219300378,0.994186993457391,0.033461427812060976,0.993140549651692,0.0154268685182979,0.989539192770247,0.028854204071058574,0.9626896308015569,0.014778066989584539,0.9943705829610091,9.815441118314187E-4,0.9920686551384206,0.021422829428864417,0.9651909164867785,0.017547134768052447,0.9798757761608722,0.021944314254468737,0.959052159624234,0.00821828778682792,0.9543902959373382,0.031926580679216617,0.9917578884495171,0.03406733456397133,0.9800946205745444,0.035400143440729656,0.9964559215366376,0.043867806209113756,0.9871203013392224,0.027892231226034403,0.9831610452619587,0.0305936521029325,0.9528155887521297,0.005229557573713692,0.9784858447471187,0.036791629675634506,0.9922239205925069,0.01455902344133275,0.9878714222171853,0.04177987706589134,0.9701907631096043,0.029958981834812333,0.9789803237079693,0.04413097315113319,0.9942483844418708,0.0088425464245601,0.9646099715012871,0.03585090048729575,0.9638718219834446,0.0073242592153353655,0.9729046687061408,0.0014108688378158783,0.9794207004831151,0.01796612592010292,0.9548207235086974,0.037450903621057484,0.9951623812744711,0.03381295991998293,0.9664543119755656,0.0051683376926695826,0.990487679148074,0.03609202475611109,0.9777212391488712,0.0011960308928586087,0.9725404904872,1
0.02853462008484872,0.5685463447577245,0.9827614131912927,0.8312574532926995,0.019592635252852278,1.6472260749211676E-4,0.026989365603226963,0.05989665985349491,0.9856045799198792,0.029639535054591073,0.8941887611279553,0.9298859255137327,0.9581396789300322,1.5852971432374946E-4,0.9675991864070924,0.040974283547795795,0.9843096383786061,0.044540948721540734,0.9730004269008524,0.022478106729811386,0.9714784550131306,0.0026463018003810247,0.9878271124184604,0.025723215306628123,0.9701899136427002,0.00306325419767801,0.9889884358090696,0.03089778468713536,0.9680799972556683,0.04075906238626166,0.9770990548060067,0.03754118300350395,0.9752044780356395,0.0,0.9592075336750508,0.0015522549624041376,0.9539174720615987,0.021299800260794515,0.973672727411309,0.012415589711926111,0.9857199626060286,0.04505731580125428,0.9866540687374507,0.01774272524449236,0.9894743860217261,0.001248715328147481,0.9661833125664439,0.03644330152388008,0.9899587084404223,0.02638882539392266,0.9985536424295377,0.0458727045309703,0.9999533271991938,0.03707560309660398,0.9638474118282404,0.014955839581610019,0.9745424614994311,0.03561446260600527,0.9588872837878019,0.030597217654880462,0.9635695515058234,0.0304324872399873,0.9837759882339716,0.007928122924964934,0.979711450899406,0.042357714899959285,0.9790707488708966,0.0016315575421678027,0.9644382795321954,0.01775386966521656,0.9965718151371799,0.01848153751757802,0.9872220851155874,0.01970104554045015,0.9898799320434817,0.0020659661368241733,0.9639433609302428,0.03385248478267085,0.9607477240881347,0.026485204911898843,0.9738913001823644,0.02143387253047934,0.9923142523642767,0.022036068722655146,0.9812883613836432,0.021286284522096615,0.9828344168988589,0.02273418179912209,0.9668772991292119,0.02153921795630414,0.9555041576130194,0.037682360900679494,0.9974745164413749,0.015945644956468406,1
0.032439252986431424,0.6291575215262538,0.9860526661593797,0.8618214743165061,0.013358878039463052,1.2603500169652805E-4,0.017696671627947098,0.0390635910066137,0.987025408574874,0.03591913907706472,0.8882312483653165,0.9441472236575386,0.9581396789300322,1.887967773137651E-4,0.012522090381216659,0.980185871764486,0.010787957194940235,0.977677588676408,0.014262109500068704,0.9718964134470494,0.017619273950277847,0.9685836234227728,0.04065662531244291,0.9590740176087205,0.03838197502184416,0.9550252523086394,0.018316718006961344,0.9571921461938843,0.012451450112250776,0.9850108331316612,0.0013987346596542243,0.9722884462804092,0.03169528628830207,0.959895226398069,0.0028694719275241527,0.9757756748592826,0.02893992660246368,0.999567565096217,0.008263179356628434,0.9991681650177662,0.0012274066175132353,0.9597146354124498,0.03366961676642134,0.9968887119114888,0.013196306367658358,0.9742941805674746,0.005366049756703764,0.993745496414288,0.032708289854741314,0.9570285117795866,0.016343459424334673,0.9622779550189525,0.010852854946650352,0.97139089958139,0.007980676457337722,0.9689180792791007,0.02791821770525444,0.9922921862526362,0.03837313899328398,0.9709860215514978,0.024445394807651434,0.9849529051661375,0.01658884246743668,0.9756640350735127,0.002428072287779413,0.9558459726388737,0.028835116177825075,0.9986684661739926,0.03229687863210067,0.9841049797346352,0.02773609265055446,0.9947122108865573,0.017491736281369467,0.9614418856306772,0.044561667108396735,0.9787002606031973,0.03260289786603395,0.9837538936358706,0.010512488581147061,0.9676470952740946,0.02059201200382471,0.9525421403576628,0.033640629838728724,0.9574923395887003,0.0014032300011145398,0.9993131305433028,0.031247648305589598,0.9811644406748968,0.014962080441661061,0.9777775872073909,0.03864689200684745,0.9616058241140425,0.007177138369814612,0.9748716527054149,0
0.028365717389360338,0.6176205751589853,0.985267288245918,0.8255819089262832,0.00949823174296306,1.475436345215113E-4,0.023671778942600093,0.04166613769376243,0.984537225710761,0.01984296091656714,0.884249886177601,0.938034103104257,0.9507666170409975,1.7437987544386874E-4,0.9741136457822261,0.0095479330434879,0.9677628326104208,0.04233005415738699,0.9788731723307259,0.007419994551685609,0.9772743941410061,0.03520905974810091,0.9674211653356093,0.025606967259976597,0.9859510975466822,0.03490718263533265,0.9571228346321647,0.04176954497306086,0.9983886582888326,0.01728727712046384,0.9588507127067613,0.032254899813027524,0.9535287583853623,0.021252004524054853,0.9569932053880081,0.012679131080260865,0.9548947089196201,0.01965769062616419,0.9748874805163128,0.008963426893329934,0.9918265011192469,0.04658795963367399,0.9985608262819214,0.01758363611075659,0.9690927360786351,0.041438108582036705,0.965458376677069,0.0021331269467883794,0.9532632529896596,0.034546341166072296,0.9903480881496817,0.02702406616552234,0.9572743846334092,0.001805336173601871,0.9914611809953414,0.01701329196192719,0.9889765386636604,0.0045745793616167214,0.9707813369517991,0.010090409535656042,0.9575317818706899,0.02144997198324333,0.9890131662923098,0.044123881445886706,0.9624015530518082,0.01080741624514505,0.9976060442381687,0.030251915151388323,0.9538292107599736,0.022390036338552584,0.98831291953103,0.04300449319161395,0.9830561608892894,0.02370279064805244,0.9975803360834999,0.004522456070835346,0.95687490713189,0.006681336267253138,0.998087252893173,0.025124813744622082,0.991716865316364,0.024033794218437116,0.9630186521832339,0.03294262694940343,0.9923322482831153,0.03115395974049459,0.9646295634778879,0.03892809323911556,0.9829376275177315,0.013843032889589994,0.9865159783988929,0.0072810954518167745,0.9909816411640481,0.017166004090727868,0
0.036857217609596316,0.6219258258765263,0.9854261973957233,0.8618214743165061,0.018105099873241524,1.4178937690859499E-4,0.013714704803813697,0.0729093932892374,0.9902240057664851,0.03742781149432037,0.8817700109463241,0.9433363806192616,0.9606349726026489,1.8663283687715308E-4,0.021808862827663908,0.9748341519362598,0.0055702212750631435,0.9958783969870846,0.024105604598332064,0.9553533498560772,0.03528807770082647,0.979608133875998,0.0025424084009021504,0.9701804703281625,0.026602774524835053,0.9970835227613898,0.017329612313286103,0.9792947882612043,0.04184819274353072,0.9970968731599401,0.041779099016693286,0.9857841843931774,0.002673027570478993,0.959188223736805,0.002745500059602203,0.9909389856123403,0.010848662585639502,0.9838637010903267,0.010357318434902233,0.9661034391088221,0.030569857828576835,0.9859175052505752,0.013897408153857186,0.997228800658457,0.04213769686117448,0.9547147814176683,0.02577856780865516,0.957863594252185,0.033213356242382384,0.9993323504312578,0.008437085827696714,0.9975450853599634,0.016529791534506694,0.9977087949881194,0.0018944462911614202,0.9705800510027099,0.01144883456319597,0.9913833672790874,0.037744227353463285,0.9653851103072594,0.03363682515613532,0.9753643131320449,0.022167037212731285,0.9866673779938858,0.03815950405980541,0.9954401299062678,0.003870530147361788,0.9726245026987845,0.02267859932854945,0.9999390228797586,0.045717389129471604,0.9956049421296734,0.011219981190452,0.9954667210266415,0.021069571534532084,0.9879318621698645,0.02282269525162994,0.9785699997142291,0.0029472308508577323,0.9743565788307116,0.004587230302412013,0.987094708983115,0.04248409919245315,0.9872431284967299,0.04115569756154274,0.9761358115253073,0.03791669643495041,0.9823756724432864,0.016574685622953136,0.9604471162412657,0.005981361471801676,0.9683675900250613,0.04226801765741851,0.9767140996731417,1
0.006795849630235414,0.4833980527885641,0.9725728919326103,0.813126628682479,0.010684787201407678,1.375155836329795E-4,0.017921007787053196,0.03450596046668029,0.979917799864155,0.0210969224062344,0.8743206982398691,0.9213243769625189,0.9445261707196754,7.060909541542662E-5,0.02040746333353959,0.9604308048727509,0.006057984793591175,0.9817591668739384,0.03168309472625007,0.9997256792771645,0.024561065957501592,0.9642515787758399,0.02623853106139086,0.970238594351488,0.04360743494140445,0.9773115226584553,0.017918445632486107,0.9620855337859981,0.0080328862360352,0.9691060427341793,0.006205694031557638,0.957943092923333,0.022578795251422513,0.9902553689801155,0.04105852902610589,0.9905435369877869,0.019572358864995566,0.9801070419261829,0.024964843616019864,0.9773594146473472,0.02997902545058101,0.9730808612371834,0.007614000464802763,0.967350527661504,0.011694280013143729,0.9651683670213429,0.04042875051917225,0.9673930863049056,0.002114608139954898,0.9530902365060501,0.04210729915114646,0.9601374066308414,0.0013049334102957252,0.9867510236589542,0.02914151770959634,0.992220943130835,0.013394487887831054,0.9708777819482262,0.0036753215072534207,0.9838625889440145,0.03666285357241823,0.963291378081367,0.017082268846887308,0.9639195145953869,0.028624390838670587,0.9768385281863825,0.01744739346515814,0.966937386479122,0.029930416093469484,0.9750527356813334,0.04206243717455801,0.9690297526267446,0.03119964705893557,0.954060423398159,0.03013139404293618,0.9576024505844516,0.0031403708628447787,0.9687442250354834,0.028522602898268867,0.9539278315822385,0.025720710887236525,0.9525916808222196,0.025204030586721944,0.96495457109319,0.043470598378045254,0.967746668063904,0.044812459812817125,0.9761937208449082,0.04442236730059582,0.9811697400905783,0.00805040385382961,0.989904043147232,0.007652691688966923,0.9572578978004004,0
0.048405525436414715,0.5743148179413594,0.9844849662776447,0.8924075791705308,0.02018301894437074,9.882797783739331E-5,0.012610280635906735,0.02343561553402994,0.9809851540732732,0.02536822873041296,0.8922029235404088,0.9437418021384001,0.9532619107136142,2.1112470818244477E-4,0.9964493433619299,0.04480183966559844,0.9999799940744356,0.004395105918050221,0.9877732927777523,0.019441528728428255,0.9914075321491269,0.03881973224419169,0.9801217765042984,0.0224244387696765,0.9741166314268919,0.001616452744014229,0.9723019666842303,0.01760457389329593,0.9748912749324395,0.027128562690199084,0.9845386462382805,0.039981445622243254,0.9672816090749576,0.046267702460502665,0.9953148170222915,0.020280320665954886,0.98677587082186,0.0369055567885137,0.9868673280004882,0.026752117939526664,0.9775998292303842,0.04674988212994746,0.9984760569497514,0.044113416262910723,0.9880580808922631,0.009371556150756365,0.9877522986469125,0.0011942842110481834,0.993245451781884,0.017804623449452894,0.9779158921158269,0.019397350368808842,0.9652449560037412,0.034702467261014384,0.9880085073877689,0.0024014729033807235,0.9863985480085186,0.024665766103910042,0.9558246746811605,0.04407524437263769,0.9771252444301365,0.033213197988892475,0.9911678583199499,0.023919647969240343,0.9776825007334702,0.002682556805403665,0.9869489876891803,0.04277576227454176,0.9777120003658304,0.030481890748055802,0.9826942407828224,0.036959264015975705,0.9866598949752589,0.01714815887337721,0.9698743262027292,0.03717024551564369,0.9967415199509273,0.014420979433981726,0.9648666077982548,0.029702668254266498,0.9714565981473767,0.025802960423838003,0.998800352557231,0.014446163696510759,0.9677342836810925,0.04043098438586592,0.9758519682789166,0.02842916295403312,0.9986179030608066,0.0437835463433829,0.9846326925843124,0.03918794011987461,0.989411076294382,0.012098798598826007,1
